OrderID,OrderDate,ShipDate,ShipMode,CustomerID,Sales,Quantity,Discount,Profit,ProductCount
CA-2015-126697,2015-09-21 00:00:00.000000,2015-09-24 00:00:00.000000,First Class,SV-20815,1102.4720000000002,14,1.0,148.9446,3
CA-2015-124800,2015-09-26 00:00:00.000000,2015-09-30 00:00:00.000000,Standard Class,RW-19540,1044.0749999999998,32,2.4,-126.53460000000001,7
US-2015-164448,2015-10-31 00:00:00.000000,2015-11-04 00:00:00.000000,Second Class,DK-12835,481.69800000000004,26,0.4,216.2889,4
CA-2017-122700,2017-11-26 00:00:00.000000,2017-11-30 00:00:00.000000,Standard Class,LT-17110,220.752,8,0.4,-40.4712,1
CA-2014-120768,2014-12-19 00:00:00.000000,2014-12-21 00:00:00.000000,Second Class,IM-15070,1979.8899999999999,21,0.0,240.6027,3
US-2016-153129,2016-12-26 00:00:00.000000,2016-12-30 00:00:00.000000,Standard Class,FP-14320,33.9,5,0.0,15.594,1
CA-2017-106852,2017-06-20 00:00:00.000000,2017-06-27 00:00:00.000000,Standard Class,ST-20530,36.352,8,0.4,11.4768,2
CA-2015-139731,2015-10-15 00:00:00.000000,2015-10-15 00:00:00.000000,Same Day,JE-15745,2717.31,8,0.5,-307.6095,2
CA-2017-122735,2017-04-12 00:00:00.000000,2017-04-15 00:00:00.000000,Second Class,BD-11320,69.66,9,0.0,31.347,2
CA-2017-128160,2017-12-19 00:00:00.000000,2017-12-24 00:00:00.000000,Second Class,MM-17920,36.672,2,0.2,11.46,1
CA-2017-117695,2017-08-05 00:00:00.000000,2017-08-08 00:00:00.000000,First Class,PW-19030,13.76,2,0.0,6.3296,1
CA-2015-166135,2015-10-01 00:00:00.000000,2015-10-06 00:00:00.000000,Standard Class,SC-20440,139.424,4,0.2,17.428,1
CA-2016-133725,2016-05-23 00:00:00.000000,2016-05-28 00:00:00.000000,Standard Class,KL-16645,1979.928,9,0.2,148.4946,1
CA-2017-102337,2017-06-13 00:00:00.000000,2017-06-16 00:00:00.000000,First Class,SD-20485,683.022,13,0.7,-120.4686,3
US-2014-112564,2014-04-23 00:00:00.000000,2014-04-24 00:00:00.000000,First Class,TS-21160,2.502,3,0.7,-1.7514,1
CA-2015-145821,2015-05-01 00:00:00.000000,2015-05-07 00:00:00.000000,Standard Class,JB-15400,88.752,3,0.2,11.094,1
US-2015-160150,2015-07-19 00:00:00.000000,2015-07-20 00:00:00.000000,First Class,TS-21085,2.025,1,0.7,-1.35,1
CA-2016-133711,2016-11-26 00:00:00.000000,2016-11-29 00:00:00.000000,First Class,MC-17425,3236.41,23,0.0,1556.6952,4
CA-2017-148474,2017-06-12 00:00:00.000000,2017-06-19 00:00:00.000000,Standard Class,ME-17320,544.14,6,0.0,109.893,2
CA-2015-111297,2015-08-17 00:00:00.000000,2015-08-21 00:00:00.000000,Standard Class,SC-20440,52.2,9,0.0,23.49,1
CA-2016-123722,2016-09-25 00:00:00.000000,2016-10-01 00:00:00.000000,Standard Class,NH-18610,15.936,4,0.2,5.1792,1
CA-2014-155271,2014-05-04 00:00:00.000000,2014-05-04 00:00:00.000000,Same Day,AA-10480,27.46,2,0.0,9.8856,1
CA-2015-119907,2015-12-01 00:00:00.000000,2015-12-08 00:00:00.000000,Standard Class,LC-17140,55.424,2,0.2,19.3984,1
US-2016-128902,2016-03-11 00:00:00.000000,2016-03-15 00:00:00.000000,Standard Class,MB-18085,244.006,2,0.3,-31.3722,1
CA-2016-152289,2016-08-26 00:00:00.000000,2016-08-28 00:00:00.000000,First Class,LC-16930,1184.6999999999998,8,0.5,14.718000000000004,2
US-2016-104794,2016-12-16 00:00:00.000000,2016-12-19 00:00:00.000000,First Class,KD-16495,3.68,2,0.0,1.8032,1
CA-2014-151708,2014-08-08 00:00:00.000000,2014-08-14 00:00:00.000000,Standard Class,MB-17305,217.352,7,0.4,-13.8317,2
CA-2015-100769,2015-05-16 00:00:00.000000,2015-05-16 00:00:00.000000,Same Day,TH-21550,255.968,4,0.2,31.996,1
CA-2017-139199,2017-12-09 00:00:00.000000,2017-12-13 00:00:00.000000,Standard Class,DK-12835,927.44,7,0.0,252.709,3
US-2015-161466,2015-09-24 00:00:00.000000,2015-09-27 00:00:00.000000,Second Class,ON-18715,6.848,2,0.2,0.5992,1
CA-2017-164959,2017-07-11 00:00:00.000000,2017-07-15 00:00:00.000000,Standard Class,KN-16390,8.67,3,0.0,4.0749,1
US-2015-105676,2015-12-01 00:00:00.000000,2015-12-02 00:00:00.000000,Same Day,NM-18520,6.688,4,0.6,-4.0128,1
CA-2016-113138,2016-11-19 00:00:00.000000,2016-11-25 00:00:00.000000,Standard Class,NP-18685,34.992000000000004,9,0.2,11.431799999999999,2
US-2017-104955,2017-03-19 00:00:00.000000,2017-03-24 00:00:00.000000,Standard Class,CG-12040,28.91,7,0.0,13.2986,1
CA-2016-121958,2016-11-13 00:00:00.000000,2016-11-17 00:00:00.000000,Standard Class,CS-12505,52.136,7,0.2,5.8653,1
CA-2017-121468,2017-11-19 00:00:00.000000,2017-11-20 00:00:00.000000,First Class,KD-16345,31.968,4,0.2,2.3976,1
US-2016-108455,2016-12-02 00:00:00.000000,2016-12-08 00:00:00.000000,Standard Class,MK-18160,100.25,14,0.0,41.0732,3
CA-2017-101210,2017-08-25 00:00:00.000000,2017-08-28 00:00:00.000000,Second Class,DW-13540,13.152,3,0.4,2.7724,2
US-2016-108098,2016-10-14 00:00:00.000000,2016-10-18 00:00:00.000000,Standard Class,CP-12340,177.0,3,0.0,30.09,1
CA-2014-119032,2014-11-27 00:00:00.000000,2014-12-03 00:00:00.000000,Standard Class,MS-17770,3.76,2,0.0,1.316,1
CA-2015-140410,2015-11-03 00:00:00.000000,2015-11-07 00:00:00.000000,Standard Class,CM-12655,1345.418,13,0.2,160.5256,3
CA-2014-136280,2014-11-29 00:00:00.000000,2014-12-06 00:00:00.000000,Standard Class,Co-12640,5.04,2,0.2,1.764,1
CA-2017-151911,2017-04-30 00:00:00.000000,2017-05-05 00:00:00.000000,Second Class,DL-13495,62.96,4,0.0,28.332,1
CA-2017-166436,2017-11-24 00:00:00.000000,2017-11-28 00:00:00.000000,Standard Class,TS-21370,983.172,7,0.1,176.622,2
CA-2017-139661,2017-10-30 00:00:00.000000,2017-11-03 00:00:00.000000,Standard Class,JW-15220,9.64,2,0.0,3.6632,1
CA-2014-123925,2014-12-17 00:00:00.000000,2014-12-19 00:00:00.000000,Second Class,RF-19840,40.05,3,0.0,11.214,1
CA-2017-152485,2017-09-04 00:00:00.000000,2017-09-08 00:00:00.000000,Standard Class,JD-15790,40.096,13,0.6000000000000001,6.747199999999999,3
CA-2016-141586,2016-10-17 00:00:00.000000,2016-10-20 00:00:00.000000,First Class,NK-18490,18.16,5,0.2,6.583,1
CA-2017-130386,2017-11-12 00:00:00.000000,2017-11-18 00:00:00.000000,Standard Class,NG-18430,779.1600000000001,15,0.6000000000000001,28.271100000000004,3
CA-2016-100468,2016-11-24 00:00:00.000000,2016-12-01 00:00:00.000000,Standard Class,AT-10435,43.46,4,0.2,6.4334,2
CA-2015-153388,2015-08-01 00:00:00.000000,2015-08-07 00:00:00.000000,Standard Class,PC-19000,1011.696,10,0.2,-172.5108,2
CA-2017-154935,2017-12-24 00:00:00.000000,2017-12-29 00:00:00.000000,Standard Class,AR-10540,17.88,3,0.2,5.5875,1
CA-2016-134208,2016-09-17 00:00:00.000000,2016-09-23 00:00:00.000000,Standard Class,CS-12505,396.0,4,0.0,190.08,1
CA-2017-108294,2017-12-10 00:00:00.000000,2017-12-10 00:00:00.000000,Same Day,LS-16975,34.5,3,0.0,15.525,1
CA-2017-103611,2017-09-12 00:00:00.000000,2017-09-15 00:00:00.000000,First Class,JM-15535,8.36,2,0.0,3.0096,1
CA-2017-100384,2017-06-24 00:00:00.000000,2017-07-01 00:00:00.000000,Standard Class,NH-18610,421.42,17,0.0,123.6446,2
CA-2017-112809,2017-08-18 00:00:00.000000,2017-08-22 00:00:00.000000,Standard Class,RA-19915,228.188,12,1.8,-32.0998,3
US-2017-160759,2017-12-11 00:00:00.000000,2017-12-17 00:00:00.000000,Standard Class,AI-10855,63.686,1,0.3,-9.098,1
CA-2017-148446,2017-12-10 00:00:00.000000,2017-12-14 00:00:00.000000,Second Class,MC-17845,1669.6,4,0.0,116.872,1
CA-2014-111059,2014-02-03 00:00:00.000000,2014-02-06 00:00:00.000000,Second Class,TB-21400,97.11200000000001,5,0.4,31.5614,2
CA-2017-116204,2017-02-11 00:00:00.000000,2017-02-14 00:00:00.000000,Second Class,VW-21775,21.336,7,0.2,7.7343,1
CA-2017-109946,2017-04-16 00:00:00.000000,2017-04-21 00:00:00.000000,Standard Class,PL-18925,16.52,5,0.2,2.065,1
CA-2015-144806,2015-12-06 00:00:00.000000,2015-12-11 00:00:00.000000,Standard Class,GH-14425,757.712,31,1.0,68.65660000000001,5
CA-2016-122392,2016-07-22 00:00:00.000000,2016-07-27 00:00:00.000000,Standard Class,CJ-12010,15.808,4,0.4,3.7128,2
CA-2015-148432,2015-11-07 00:00:00.000000,2015-11-10 00:00:00.000000,Second Class,MC-18130,33.48,9,0.0,3.9546,2
CA-2015-103793,2015-03-26 00:00:00.000000,2015-03-31 00:00:00.000000,Standard Class,BV-11245,74.352,3,0.2,23.235,1
CA-2017-159884,2017-08-31 00:00:00.000000,2017-09-05 00:00:00.000000,Standard Class,JF-15490,19.119999999999997,4,0.4,3.528,2
CA-2016-139885,2016-12-04 00:00:00.000000,2016-12-08 00:00:00.000000,Standard Class,EB-13840,212.88,6,0.0,0.0,1
CA-2017-124086,2017-02-10 00:00:00.000000,2017-02-14 00:00:00.000000,Standard Class,MP-18175,203.983,2,0.15,16.7986,1
CA-2016-112389,2016-10-29 00:00:00.000000,2016-11-02 00:00:00.000000,Standard Class,JM-15655,52.410000000000004,6,0.0,3.4415999999999998,2
CA-2017-121888,2017-09-15 00:00:00.000000,2017-09-17 00:00:00.000000,Second Class,CL-11890,1081.69,13,0.0,338.0639,4
CA-2014-166884,2014-03-11 00:00:00.000000,2014-03-16 00:00:00.000000,Second Class,CK-12205,18.784,11,0.4,3.9883999999999995,2
CA-2014-107181,2014-02-04 00:00:00.000000,2014-02-08 00:00:00.000000,Standard Class,DB-13270,117.136,7,0.2,45.1064,2
CA-2014-150245,2014-12-31 00:00:00.000000,2015-01-04 00:00:00.000000,Second Class,PC-18745,1573.488,7,0.2,196.686,1
CA-2015-111395,2015-11-23 00:00:00.000000,2015-11-27 00:00:00.000000,Standard Class,VB-21745,386.48799999999994,8,1.2,79.149,3
CA-2014-134278,2014-07-06 00:00:00.000000,2014-07-08 00:00:00.000000,First Class,EP-13915,559.992,1,0.2,174.9975,1
US-2017-124926,2017-11-13 00:00:00.000000,2017-11-18 00:00:00.000000,Second Class,ME-17320,9.324,6,0.8,-24.7086,1
CA-2016-159345,2016-06-17 00:00:00.000000,2016-06-22 00:00:00.000000,Standard Class,IG-15085,111.96,2,0.0,54.8604,1
CA-2014-130274,2014-05-03 00:00:00.000000,2014-05-05 00:00:00.000000,First Class,JS-15940,21.56,7,0.0,10.3488,1
CA-2017-158386,2017-10-16 00:00:00.000000,2017-10-21 00:00:00.000000,Standard Class,BO-11425,124.75,5,0.0,57.385,1
CA-2015-111507,2015-02-06 00:00:00.000000,2015-02-13 00:00:00.000000,Standard Class,VW-21775,5.28,3,0.0,1.5312,1
CA-2017-120761,2017-09-04 00:00:00.000000,2017-09-08 00:00:00.000000,Standard Class,AB-10150,91.96,4,0.0,39.5428,1
CA-2016-109176,2016-05-09 00:00:00.000000,2016-05-15 00:00:00.000000,Standard Class,JW-16075,88.704,6,0.4,13.424,2
CA-2015-112116,2015-03-16 00:00:00.000000,2015-03-18 00:00:00.000000,Second Class,JE-15475,171.96,2,0.0,44.7096,1
CA-2016-126809,2016-04-09 00:00:00.000000,2016-04-13 00:00:00.000000,Standard Class,EB-13750,35.352,9,0.2,12.8151,1
CA-2014-105172,2014-04-04 00:00:00.000000,2014-04-09 00:00:00.000000,Standard Class,PK-18910,18.9,6,0.0,9.072,1
CA-2017-107293,2017-09-05 00:00:00.000000,2017-09-06 00:00:00.000000,First Class,CS-12400,2.78,1,0.0,0.7228,1
US-2017-102890,2017-06-30 00:00:00.000000,2017-06-30 00:00:00.000000,Same Day,SG-20470,1044.63,5,0.4,-295.9785,1
CA-2015-158554,2015-11-09 00:00:00.000000,2015-11-09 00:00:00.000000,Same Day,CM-12190,11.352,3,0.2,4.1151,1
CA-2014-116239,2014-03-04 00:00:00.000000,2014-03-04 00:00:00.000000,Same Day,CL-12565,354.9,5,0.0,17.745,1
CA-2015-132101,2015-03-19 00:00:00.000000,2015-03-25 00:00:00.000000,Standard Class,JO-15550,453.576,3,0.2,39.6879,1
CA-2015-129112,2015-11-29 00:00:00.000000,2015-11-30 00:00:00.000000,First Class,AW-10840,30.264000000000003,7,1.0,-13.8837,2
US-2017-152002,2017-06-11 00:00:00.000000,2017-06-11 00:00:00.000000,Same Day,DV-13465,122.97,3,0.0,60.2553,1
CA-2017-165029,2017-11-26 00:00:00.000000,2017-11-30 00:00:00.000000,Standard Class,AH-10075,12.84,3,0.0,3.7236,1
US-2014-157385,2014-11-23 00:00:00.000000,2014-11-25 00:00:00.000000,First Class,SC-20095,1037.19,11,0.4,-27.319900000000008,4
CA-2014-101602,2014-12-15 00:00:00.000000,2014-12-18 00:00:00.000000,First Class,MC-18100,803.9599999999999,8,0.5,-30.961,2
CA-2016-109057,2016-04-22 00:00:00.000000,2016-04-27 00:00:00.000000,Standard Class,TT-21460,23.952,2,0.2,2.3952,1
CA-2016-154403,2016-05-23 00:00:00.000000,2016-05-27 00:00:00.000000,Standard Class,AP-10720,4.98,1,0.0,2.4402,1
CA-2016-102456,2016-02-27 00:00:00.000000,2016-03-01 00:00:00.000000,First Class,DL-12865,170.88,3,0.0,49.5552,1
CA-2015-131338,2015-08-09 00:00:00.000000,2015-08-12 00:00:00.000000,First Class,NP-18325,3385.614,35,0.6000000000000001,800.0789000000001,10
CA-2016-109911,2016-05-12 00:00:00.000000,2016-05-16 00:00:00.000000,Standard Class,VG-21805,10.96,4,0.0,2.9592,1
US-2016-132423,2016-04-15 00:00:00.000000,2016-04-19 00:00:00.000000,Standard Class,MY-18295,41.528,12,0.4,8.7749,2
CA-2015-122826,2015-06-23 00:00:00.000000,2015-06-25 00:00:00.000000,Second Class,RD-19480,201.568,4,0.2,22.6764,1
CA-2014-117317,2014-10-19 00:00:00.000000,2014-10-19 00:00:00.000000,Same Day,JF-15490,13.44,3,0.0,6.5856,1
CA-2015-118423,2015-03-24 00:00:00.000000,2015-03-27 00:00:00.000000,First Class,DP-13390,359.058,3,0.3,-35.9058,1
CA-2017-149181,2017-05-08 00:00:00.000000,2017-05-12 00:00:00.000000,Standard Class,MD-17350,47.992,2,0.3,-2.0568,1
CA-2017-132234,2017-10-16 00:00:00.000000,2017-10-18 00:00:00.000000,First Class,MY-17380,547.3,13,0.0,175.136,1
CA-2017-158876,2017-11-19 00:00:00.000000,2017-11-21 00:00:00.000000,Second Class,AB-10150,138.696,11,1.2000000000000002,0.4618000000000002,4
CA-2016-164672,2016-05-08 00:00:00.000000,2016-05-13 00:00:00.000000,Second Class,GB-14530,211.96,2,0.0,42.392,1
US-2016-132857,2016-12-11 00:00:00.000000,2016-12-17 00:00:00.000000,Standard Class,CA-12775,6.672,3,0.2,1.668,1
CA-2017-116645,2017-11-30 00:00:00.000000,2017-12-04 00:00:00.000000,Standard Class,ME-17725,155.94,6,0.0,45.2226,1
US-2016-115819,2016-04-19 00:00:00.000000,2016-04-24 00:00:00.000000,Second Class,JO-15280,156.51600000000002,21,0.6000000000000001,51.2064,6
CA-2014-156349,2014-05-26 00:00:00.000000,2014-05-30 00:00:00.000000,Standard Class,ML-17395,576.234,6,0.55,79.00919999999999,3
CA-2017-138380,2017-12-21 00:00:00.000000,2017-12-25 00:00:00.000000,Standard Class,YS-21880,1000.02,7,0.0,290.0058,1
US-2016-113509,2016-03-15 00:00:00.000000,2016-03-19 00:00:00.000000,Standard Class,PL-18925,83.976,3,0.2,-13.6461,1
CA-2015-130022,2015-08-10 00:00:00.000000,2015-08-16 00:00:00.000000,Standard Class,JK-16120,74.94,8,0.0,34.1838,3
US-2016-118780,2016-09-10 00:00:00.000000,2016-09-14 00:00:00.000000,Second Class,PN-18775,66.17,3,0.0,11.999400000000001,2
CA-2017-108560,2017-07-08 00:00:00.000000,2017-07-15 00:00:00.000000,Standard Class,JC-15385,1058.1080000000002,14,0.2,502.92440000000005,4
CA-2015-157084,2015-12-19 00:00:00.000000,2015-12-24 00:00:00.000000,Standard Class,JG-15160,1941.81,8,0.2,641.469,2
CA-2015-164539,2015-11-16 00:00:00.000000,2015-11-22 00:00:00.000000,Standard Class,PO-19180,523.25,5,0.0,141.2775,1
CA-2015-143119,2015-09-24 00:00:00.000000,2015-09-30 00:00:00.000000,Standard Class,MC-17275,517.5,6,0.0,155.25,1
CA-2017-101049,2017-06-21 00:00:00.000000,2017-06-25 00:00:00.000000,Second Class,AS-10240,59.176,11,0.8999999999999999,-31.916000000000004,2
CA-2016-106530,2016-05-08 00:00:00.000000,2016-05-08 00:00:00.000000,Same Day,CL-12565,1110.344,11,1.0,104.23349999999999,5
CA-2014-168984,2014-11-26 00:00:00.000000,2014-12-02 00:00:00.000000,Standard Class,NW-18400,1122.968,12,0.6000000000000001,-249.49400000000003,3
CA-2016-157266,2016-05-26 00:00:00.000000,2016-06-01 00:00:00.000000,Standard Class,TB-21280,83.15,10,0.0,36.983000000000004,4
US-2014-134712,2014-11-29 00:00:00.000000,2014-12-04 00:00:00.000000,Standard Class,BS-11380,12.624,2,0.2,3.945,1
CA-2015-111829,2015-03-19 00:00:00.000000,2015-03-20 00:00:00.000000,First Class,FH-14365,4607.2699999999995,12,0.0,1930.4623000000001,3
CA-2015-105221,2015-11-01 00:00:00.000000,2015-11-03 00:00:00.000000,First Class,VM-21685,38.528,4,0.4,-3.8068,2
CA-2015-120341,2015-09-26 00:00:00.000000,2015-09-29 00:00:00.000000,Second Class,SF-20200,166.998,7,1.1,-110.0988,2
CA-2014-135699,2014-08-29 00:00:00.000000,2014-08-29 00:00:00.000000,Same Day,HH-15010,123.28,4,0.0,60.273599999999995,2
US-2017-132444,2017-11-18 00:00:00.000000,2017-11-21 00:00:00.000000,First Class,CD-12280,409.548,17,0.2,114.1184,5
CA-2014-127159,2014-05-12 00:00:00.000000,2014-05-15 00:00:00.000000,First Class,HL-15040,34.79,7,0.0,10.7849,1
CA-2017-161809,2017-01-20 00:00:00.000000,2017-01-26 00:00:00.000000,Standard Class,TH-21100,160.776,3,0.2,10.0485,1
CA-2017-127285,2017-10-30 00:00:00.000000,2017-11-06 00:00:00.000000,Standard Class,MM-18055,102.65599999999999,5,0.4,32.949,2
CA-2017-144526,2017-04-30 00:00:00.000000,2017-05-06 00:00:00.000000,Standard Class,QJ-19255,691.476,8,1.1,-167.366,2
CA-2016-128531,2016-11-24 00:00:00.000000,2016-11-26 00:00:00.000000,Second Class,NS-18505,527.224,19,1.2,19.5371,6
US-2015-157154,2015-01-10 00:00:00.000000,2015-01-15 00:00:00.000000,Standard Class,MM-17920,1018.104,4,0.4,-373.3048,1
CA-2017-159457,2017-10-19 00:00:00.000000,2017-10-26 00:00:00.000000,Standard Class,RD-19480,16.68,3,0.2,5.2125,1
CA-2016-107615,2016-03-22 00:00:00.000000,2016-03-25 00:00:00.000000,First Class,RB-19645,58.58,2,0.0,19.3314,1
CA-2017-111647,2017-07-03 00:00:00.000000,2017-07-07 00:00:00.000000,Standard Class,RD-19585,167.968,4,0.2,62.988,1
CA-2015-150560,2015-12-11 00:00:00.000000,2015-12-12 00:00:00.000000,First Class,SW-20455,196.62,2,0.0,96.3438,1
CA-2015-143077,2015-09-17 00:00:00.000000,2015-09-21 00:00:00.000000,Standard Class,SF-20965,28.524,5,1.4,-20.631,2
CA-2016-122728,2016-05-18 00:00:00.000000,2016-05-24 00:00:00.000000,Standard Class,EB-13930,122.22,6,0.0,34.8606,2
CA-2014-122882,2014-09-07 00:00:00.000000,2014-09-13 00:00:00.000000,Standard Class,SB-20290,539.0740000000001,10,1.5,-561.1412,4
US-2016-101497,2016-09-29 00:00:00.000000,2016-10-01 00:00:00.000000,Second Class,PS-18760,18.97,1,0.0,9.1056,1
CA-2016-147585,2016-11-07 00:00:00.000000,2016-11-12 00:00:00.000000,Standard Class,CB-12535,14.82,3,0.0,6.2244,1
CA-2017-149489,2017-04-24 00:00:00.000000,2017-04-27 00:00:00.000000,First Class,DK-12835,107.986,6,1.5999999999999999,5.6562,3
CA-2017-143798,2017-12-10 00:00:00.000000,2017-12-12 00:00:00.000000,First Class,AW-10840,321.248,4,0.4,26.9448,2
CA-2014-142839,2014-08-16 00:00:00.000000,2014-08-20 00:00:00.000000,Standard Class,TS-21610,853.092,6,0.4,-227.4912,1
CA-2017-129833,2017-12-09 00:00:00.000000,2017-12-15 00:00:00.000000,Standard Class,HF-14995,43.85,10,0.0,20.483,2
US-2016-154361,2016-03-14 00:00:00.000000,2016-03-19 00:00:00.000000,Standard Class,HZ-14950,21.88,5,0.2,6.2905,1
US-2016-158708,2016-06-26 00:00:00.000000,2016-06-29 00:00:00.000000,Second Class,AB-10255,13.616,2,0.2,3.5742,1
CA-2015-156335,2015-09-25 00:00:00.000000,2015-09-28 00:00:00.000000,Second Class,PO-19195,183.4,9,0.0,79.403,3
CA-2015-148376,2015-12-27 00:00:00.000000,2015-12-31 00:00:00.000000,Standard Class,AG-10900,128.51999999999998,9,0.0,41.3672,2
CA-2014-135657,2014-06-03 00:00:00.000000,2014-06-07 00:00:00.000000,Second Class,SC-20725,515.88,6,0.0,113.4936,1
CA-2015-114069,2015-07-13 00:00:00.000000,2015-07-15 00:00:00.000000,Second Class,ND-18370,1952.808,13,0.30000000000000004,330.80159999999995,3
CA-2014-139857,2014-02-02 00:00:00.000000,2014-02-06 00:00:00.000000,Standard Class,CD-12790,12.35,5,0.0,5.8045,1
CA-2016-106306,2016-03-08 00:00:00.000000,2016-03-08 00:00:00.000000,Same Day,PG-18820,9.702,3,0.7,-7.1148,1
CA-2015-100545,2015-11-22 00:00:00.000000,2015-11-26 00:00:00.000000,Standard Class,IM-15070,11.61,2,0.7,-9.288,1
CA-2017-123491,2017-10-30 00:00:00.000000,2017-11-05 00:00:00.000000,Standard Class,JK-15205,1993.772,30,0.4,557.3313,6
CA-2015-145401,2015-01-30 00:00:00.000000,2015-02-04 00:00:00.000000,Standard Class,JP-15520,14.304,6,0.2,5.0064,1
US-2017-124968,2017-09-08 00:00:00.000000,2017-09-13 00:00:00.000000,Second Class,MM-18055,765.625,7,0.5,-566.5625,1
CA-2017-104003,2017-10-07 00:00:00.000000,2017-10-13 00:00:00.000000,Standard Class,DC-13285,307.666,2,0.15,-14.4784,1
CA-2016-154788,2016-04-30 00:00:00.000000,2016-05-04 00:00:00.000000,Standard Class,JL-15835,7.712,2,0.2,2.7956,1
CA-2016-169943,2016-05-19 00:00:00.000000,2016-05-24 00:00:00.000000,Standard Class,BN-11515,821.2239999999999,26,0.2,112.773,5
US-2015-123218,2015-12-20 00:00:00.000000,2015-12-25 00:00:00.000000,Standard Class,KD-16345,775.01,9,0.7,-8.619199999999992,3
CA-2015-127453,2015-12-19 00:00:00.000000,2015-12-20 00:00:00.000000,First Class,JK-15370,526.736,9,0.6000000000000001,51.652,3
US-2017-164056,2017-04-29 00:00:00.000000,2017-05-04 00:00:00.000000,Second Class,FM-14215,1048.35,5,0.4,-69.89,1
CA-2016-106894,2016-02-07 00:00:00.000000,2016-02-07 00:00:00.000000,Same Day,CA-12265,107.83,7,0.0,24.6018,2
CA-2014-125136,2014-09-28 00:00:00.000000,2014-10-03 00:00:00.000000,Standard Class,KD-16495,106.944,10,0.4,35.024,2
US-2016-131149,2016-07-10 00:00:00.000000,2016-07-14 00:00:00.000000,Standard Class,LH-17155,492.28000000000003,7,0.4,-16.452,2
CA-2017-101483,2017-07-29 00:00:00.000000,2017-08-01 00:00:00.000000,Second Class,AG-10675,61.216,10,0.6000000000000001,8.2912,3
CA-2015-130204,2015-09-03 00:00:00.000000,2015-09-09 00:00:00.000000,Standard Class,DB-13120,178.79,10,0.0,58.4918,3
CA-2014-110527,2014-08-09 00:00:00.000000,2014-08-16 00:00:00.000000,Standard Class,ED-13885,20.88,8,0.0,9.6048,1
CA-2017-152807,2017-10-30 00:00:00.000000,2017-11-03 00:00:00.000000,Standard Class,MC-18100,481.472,15,0.8,-49.569599999999994,4
CA-2014-133270,2014-06-06 00:00:00.000000,2014-06-09 00:00:00.000000,First Class,BM-11785,13.36,2,0.0,4.9432,1
CA-2016-155670,2016-08-13 00:00:00.000000,2016-08-17 00:00:00.000000,Second Class,EM-14065,21.503999999999998,11,0.8999999999999999,-5.026800000000001,2
US-2014-157406,2014-04-25 00:00:00.000000,2014-04-29 00:00:00.000000,Standard Class,DA-13450,16.608,5,0.4,4.1748,2
CA-2015-139094,2015-11-22 00:00:00.000000,2015-11-27 00:00:00.000000,Standard Class,MO-17800,206.962,2,0.3,-32.5226,1
CA-2017-168837,2017-10-14 00:00:00.000000,2017-10-17 00:00:00.000000,First Class,JW-15955,9.46,2,0.0,3.6894,1
CA-2017-116715,2017-12-02 00:00:00.000000,2017-12-05 00:00:00.000000,First Class,VW-21775,678.0999999999999,13,0.0,208.81019999999998,3
CA-2015-135622,2015-12-08 00:00:00.000000,2015-12-11 00:00:00.000000,Second Class,TT-21460,2079.112,17,0.4,281.1181,2
US-2015-107349,2015-07-13 00:00:00.000000,2015-07-15 00:00:00.000000,First Class,SL-20155,41.568,6,0.8,-66.5088,1
CA-2014-139017,2014-05-11 00:00:00.000000,2014-05-17 00:00:00.000000,Standard Class,RM-19375,46.864,2,0.2,7.6154,1
CA-2014-141817,2014-01-05 00:00:00.000000,2014-01-12 00:00:00.000000,Standard Class,MB-18085,19.536,3,0.2,4.884,1
CA-2015-130785,2015-09-05 00:00:00.000000,2015-09-09 00:00:00.000000,Standard Class,AG-10900,733.283,13,0.5,-15.831800000000001,3
CA-2016-110254,2016-08-04 00:00:00.000000,2016-08-08 00:00:00.000000,Standard Class,ML-17755,158.81,14,0.0,63.3456,4
US-2014-158057,2014-03-22 00:00:00.000000,2014-03-26 00:00:00.000000,Standard Class,CC-12685,59.109,9,1.4,-45.3169,2
CA-2017-146024,2017-03-02 00:00:00.000000,2017-03-08 00:00:00.000000,Standard Class,SC-20770,19.198,11,1.0,-21.5615,2
CA-2016-129686,2016-11-27 00:00:00.000000,2016-11-29 00:00:00.000000,Second Class,GG-14650,160.384,8,0.4,-4.995999999999999,2
CA-2014-118976,2014-04-28 00:00:00.000000,2014-05-03 00:00:00.000000,Standard Class,MY-18295,526.96,14,0.0,141.77280000000002,4
CA-2015-105347,2015-11-24 00:00:00.000000,2015-11-28 00:00:00.000000,Standard Class,DP-13000,383.61,14,0.0,187.3809,2
CA-2016-124667,2016-11-11 00:00:00.000000,2016-11-16 00:00:00.000000,Standard Class,BD-11770,143.32999999999998,4,0.0,35.832499999999996,2
CA-2015-111094,2015-07-09 00:00:00.000000,2015-07-13 00:00:00.000000,Standard Class,CB-12535,129.52,5,0.0,62.038000000000004,2
CA-2017-166317,2017-09-22 00:00:00.000000,2017-09-26 00:00:00.000000,Standard Class,JE-15610,438.01,21,0.0,158.28769999999997,4
CA-2015-154326,2015-02-15 00:00:00.000000,2015-02-19 00:00:00.000000,Standard Class,RP-19855,974.9000000000001,10,0.0,287.37050000000005,3
CA-2014-102008,2014-09-30 00:00:00.000000,2014-10-04 00:00:00.000000,Standard Class,RA-19915,48.94,1,0.0,24.47,1
