sales_key,row_id,order_id,order_date_key,ship_date_key,customer_key,product_key,store_key,shipmode_key,sales,quantity,discount,profit
8447,2112,CA-2015-164882,20151031,20151031,66,39,2,NULL,323.14,4,0.20,20.1960
8448,2112,CA-2015-164882,20151031,20151031,66,39,1,NULL,323.14,4,0.20,20.1960
8449,2113,CA-2015-164882,20151031,20151031,66,559,4,NULL,29.70,3,0.00,8.0190
8450,2113,CA-2015-164882,20151031,20151031,66,559,3,NULL,29.70,3,0.00,8.0190
8451,2113,CA-2015-164882,20151031,20151031,66,559,2,NULL,29.70,3,0.00,8.0190
8452,2113,CA-2015-164882,20151031,20151031,66,559,1,NULL,29.70,3,0.00,8.0190
8453,2114,CA-2015-164882,20151031,20151031,66,1247,4,NULL,1295.84,4,0.20,145.7820
8454,2114,CA-2015-164882,20151031,20151031,66,1247,3,NULL,1295.84,4,0.20,145.7820
8455,2114,CA-2015-164882,20151031,20151031,66,1247,2,NULL,1295.84,4,0.20,145.7820
8456,2114,CA-2015-164882,20151031,20151031,66,1247,1,NULL,1295.84,4,0.20,145.7820
8457,2115,CA-2015-164882,20151031,20151031,66,1248,4,NULL,46.84,2,0.00,12.6468
8458,2115,CA-2015-164882,20151031,20151031,66,1248,3,NULL,46.84,2,0.00,12.6468
8459,2115,CA-2015-164882,20151031,20151031,66,1248,2,NULL,46.84,2,0.00,12.6468
8460,2115,CA-2015-164882,20151031,20151031,66,1248,1,NULL,46.84,2,0.00,12.6468
8461,2116,CA-2015-164882,20151031,20151031,66,1249,4,NULL,425.83,1,0.15,20.0392
8462,2116,CA-2015-164882,20151031,20151031,66,1249,3,NULL,425.83,1,0.15,20.0392
8463,2116,CA-2015-164882,20151031,20151031,66,1249,2,NULL,425.83,1,0.15,20.0392
8464,2116,CA-2015-164882,20151031,20151031,66,1249,1,NULL,425.83,1,0.15,20.0392
8465,2117,CA-2015-159786,20151012,20151017,344,1111,4,NULL,209.67,1,0.40,-13.9780
8466,2117,CA-2015-159786,20151012,20151017,344,1111,3,NULL,209.67,1,0.40,-13.9780
8467,2117,CA-2015-159786,20151012,20151017,344,1111,2,NULL,209.67,1,0.40,-13.9780
8468,2117,CA-2015-159786,20151012,20151017,344,1111,1,NULL,209.67,1,0.40,-13.9780
8469,2118,CA-2016-130267,20160919,20160923,574,394,4,NULL,159.88,7,0.00,73.5448
8470,2118,CA-2016-130267,20160919,20160923,574,394,3,NULL,159.88,7,0.00,73.5448
8471,2118,CA-2016-130267,20160919,20160923,574,394,2,NULL,159.88,7,0.00,73.5448
8472,2118,CA-2016-130267,20160919,20160923,574,394,1,NULL,159.88,7,0.00,73.5448
8473,2119,CA-2017-155460,20170413,20170415,339,219,4,NULL,5.28,1,0.00,2.3760
8474,2119,CA-2017-155460,20170413,20170415,339,219,3,NULL,5.28,1,0.00,2.3760
8475,2119,CA-2017-155460,20170413,20170415,339,219,2,NULL,5.28,1,0.00,2.3760
8476,2119,CA-2017-155460,20170413,20170415,339,219,1,NULL,5.28,1,0.00,2.3760
8477,2120,CA-2017-155460,20170413,20170415,339,1189,4,NULL,895.92,5,0.20,302.3730
8478,2120,CA-2017-155460,20170413,20170415,339,1189,3,NULL,895.92,5,0.20,302.3730
8479,2120,CA-2017-155460,20170413,20170415,339,1189,2,NULL,895.92,5,0.20,302.3730
8480,2120,CA-2017-155460,20170413,20170415,339,1189,1,NULL,895.92,5,0.20,302.3730
8481,2121,US-2017-168690,20170107,20170113,466,745,4,NULL,2.81,3,0.70,-1.9656
8482,2121,US-2017-168690,20170107,20170113,466,745,3,NULL,2.81,3,0.70,-1.9656
8483,2121,US-2017-168690,20170107,20170113,466,745,2,NULL,2.81,3,0.70,-1.9656
8484,2121,US-2017-168690,20170107,20170113,466,745,1,NULL,2.81,3,0.70,-1.9656
8485,2122,CA-2017-158246,20171109,20171111,81,52,4,NULL,215.98,3,0.20,-2.6997
8486,2122,CA-2017-158246,20171109,20171111,81,52,3,NULL,215.98,3,0.20,-2.6997
8487,2122,CA-2017-158246,20171109,20171111,81,52,2,NULL,215.98,3,0.20,-2.6997
8488,2122,CA-2017-158246,20171109,20171111,81,52,1,NULL,215.98,3,0.20,-2.6997
8489,2123,CA-2017-167381,20170922,20170924,383,367,4,NULL,241.96,2,0.00,41.1332
8490,2123,CA-2017-167381,20170922,20170924,383,367,3,NULL,241.96,2,0.00,41.1332
8491,2123,CA-2017-167381,20170922,20170924,383,367,2,NULL,241.96,2,0.00,41.1332
8492,2123,CA-2017-167381,20170922,20170924,383,367,1,NULL,241.96,2,0.00,41.1332
8493,2124,CA-2017-167381,20170922,20170924,383,86,4,NULL,27.72,9,0.00,13.3056
8494,2124,CA-2017-167381,20170922,20170924,383,86,3,NULL,27.72,9,0.00,13.3056
8495,2124,CA-2017-167381,20170922,20170924,383,86,2,NULL,27.72,9,0.00,13.3056
8496,2124,CA-2017-167381,20170922,20170924,383,86,1,NULL,27.72,9,0.00,13.3056
8497,2125,CA-2017-144862,20171201,20171205,383,1250,4,NULL,104.68,5,0.20,35.3295
8498,2125,CA-2017-144862,20171201,20171205,383,1250,3,NULL,104.68,5,0.20,35.3295
8499,2125,CA-2017-144862,20171201,20171205,383,1250,2,NULL,104.68,5,0.20,35.3295
8500,2125,CA-2017-144862,20171201,20171205,383,1250,1,NULL,104.68,5,0.20,35.3295
8501,2126,CA-2017-144862,20171201,20171205,383,1251,4,NULL,62.96,7,0.40,9.4437
8502,2126,CA-2017-144862,20171201,20171205,383,1251,3,NULL,62.96,7,0.40,9.4437
8503,2126,CA-2017-144862,20171201,20171205,383,1251,2,NULL,62.96,7,0.40,9.4437
8504,2126,CA-2017-144862,20171201,20171205,383,1251,1,NULL,62.96,7,0.40,9.4437
8505,2127,CA-2014-126032,20140623,20140628,575,358,4,NULL,86.38,3,0.20,1.0797
8506,2127,CA-2014-126032,20140623,20140628,575,358,3,NULL,86.38,3,0.20,1.0797
8507,2127,CA-2014-126032,20140623,20140628,575,358,2,NULL,86.38,3,0.20,1.0797
8508,2127,CA-2014-126032,20140623,20140628,575,358,1,NULL,86.38,3,0.20,1.0797
8509,2128,CA-2015-134859,20151004,20151009,452,1252,4,NULL,64.94,3,0.20,6.4944
8510,2128,CA-2015-134859,20151004,20151009,452,1252,3,NULL,64.94,3,0.20,6.4944
8511,2128,CA-2015-134859,20151004,20151009,452,1252,2,NULL,64.94,3,0.20,6.4944
8512,2128,CA-2015-134859,20151004,20151009,452,1252,1,NULL,64.94,3,0.20,6.4944
8513,2129,CA-2015-134859,20151004,20151009,452,1005,4,NULL,20.74,4,0.20,7.2576
8514,2129,CA-2015-134859,20151004,20151009,452,1005,3,NULL,20.74,4,0.20,7.2576
8515,2129,CA-2015-134859,20151004,20151009,452,1005,2,NULL,20.74,4,0.20,7.2576
8516,2129,CA-2015-134859,20151004,20151009,452,1005,1,NULL,20.74,4,0.20,7.2576
8517,2130,US-2014-114188,20140520,20140522,576,1253,4,NULL,33.28,4,0.00,9.3184
8518,2130,US-2014-114188,20140520,20140522,576,1253,3,NULL,33.28,4,0.00,9.3184
8519,2130,US-2014-114188,20140520,20140522,576,1253,2,NULL,33.28,4,0.00,9.3184
8520,2130,US-2014-114188,20140520,20140522,576,1253,1,NULL,33.28,4,0.00,9.3184
8521,2131,US-2014-114188,20140520,20140522,576,1254,4,NULL,38.52,9,0.00,11.9412
8522,2131,US-2014-114188,20140520,20140522,576,1254,3,NULL,38.52,9,0.00,11.9412
8523,2131,US-2014-114188,20140520,20140522,576,1254,2,NULL,38.52,9,0.00,11.9412
8524,2131,US-2014-114188,20140520,20140522,576,1254,1,NULL,38.52,9,0.00,11.9412
8525,2132,US-2014-114188,20140520,20140522,576,892,4,NULL,139.86,7,0.00,60.1398
8526,2132,US-2014-114188,20140520,20140522,576,892,3,NULL,139.86,7,0.00,60.1398
8527,2132,US-2014-114188,20140520,20140522,576,892,2,NULL,139.86,7,0.00,60.1398
8528,2132,US-2014-114188,20140520,20140522,576,892,1,NULL,139.86,7,0.00,60.1398
8529,2133,CA-2015-156524,20151120,20151126,298,1255,4,NULL,19.65,3,0.00,9.0390
8530,2133,CA-2015-156524,20151120,20151126,298,1255,3,NULL,19.65,3,0.00,9.0390
8531,2133,CA-2015-156524,20151120,20151126,298,1255,2,NULL,19.65,3,0.00,9.0390
8532,2133,CA-2015-156524,20151120,20151126,298,1255,1,NULL,19.65,3,0.00,9.0390
8533,2134,CA-2015-122210,20151130,20151204,577,14,4,NULL,152.99,3,0.70,-122.3928
8534,2134,CA-2015-122210,20151130,20151204,577,14,3,NULL,152.99,3,0.70,-122.3928
8535,2134,CA-2015-122210,20151130,20151204,577,14,2,NULL,152.99,3,0.70,-122.3928
8536,2134,CA-2015-122210,20151130,20151204,577,14,1,NULL,152.99,3,0.70,-122.3928
8537,2135,CA-2015-122210,20151130,20151204,577,970,4,NULL,10.58,7,0.20,-2.3814
8538,2135,CA-2015-122210,20151130,20151204,577,970,3,NULL,10.58,7,0.20,-2.3814
8539,2135,CA-2015-122210,20151130,20151204,577,970,2,NULL,10.58,7,0.20,-2.3814
8540,2135,CA-2015-122210,20151130,20151204,577,970,1,NULL,10.58,7,0.20,-2.3814
8541,2136,CA-2015-122210,20151130,20151204,577,1256,4,NULL,94.92,4,0.40,15.8200
8542,2136,CA-2015-122210,20151130,20151204,577,1256,3,NULL,94.92,4,0.40,15.8200
8543,2136,CA-2015-122210,20151130,20151204,577,1256,2,NULL,94.92,4,0.40,15.8200
8544,2136,CA-2015-122210,20151130,20151204,577,1256,1,NULL,94.92,4,0.40,15.8200
8545,2137,CA-2015-156377,20151231,20160105,578,1257,4,NULL,14.76,5,0.60,-11.4390
8546,2137,CA-2015-156377,20151231,20160105,578,1257,3,NULL,14.76,5,0.60,-11.4390
8547,2137,CA-2015-156377,20151231,20160105,578,1257,2,NULL,14.76,5,0.60,-11.4390
8548,2137,CA-2015-156377,20151231,20160105,578,1257,1,NULL,14.76,5,0.60,-11.4390
8549,2138,CA-2015-156377,20151231,20160105,578,1204,4,NULL,3.66,4,0.80,-5.8496
8550,2138,CA-2015-156377,20151231,20160105,578,1204,3,NULL,3.66,4,0.80,-5.8496
8551,2138,CA-2015-156377,20151231,20160105,578,1204,2,NULL,3.66,4,0.80,-5.8496
8552,2138,CA-2015-156377,20151231,20160105,578,1204,1,NULL,3.66,4,0.80,-5.8496
8553,2139,US-2017-157896,20171116,20171116,559,594,4,NULL,146.82,3,0.00,73.4100
8554,2139,US-2017-157896,20171116,20171116,559,594,3,NULL,146.82,3,0.00,73.4100
8555,2139,US-2017-157896,20171116,20171116,559,594,2,NULL,146.82,3,0.00,73.4100
8556,2139,US-2017-157896,20171116,20171116,559,594,1,NULL,146.82,3,0.00,73.4100
8557,2140,CA-2014-159520,20140606,20140611,266,351,4,NULL,149.54,9,0.20,50.4711
8558,2140,CA-2014-159520,20140606,20140611,266,351,3,NULL,149.54,9,0.20,50.4711
8559,2140,CA-2014-159520,20140606,20140611,266,351,2,NULL,149.54,9,0.20,50.4711
8560,2140,CA-2014-159520,20140606,20140611,266,351,1,NULL,149.54,9,0.20,50.4711
8561,2141,CA-2014-159520,20140606,20140611,266,1258,4,NULL,17.14,2,0.00,4.4564
8562,2141,CA-2014-159520,20140606,20140611,266,1258,3,NULL,17.14,2,0.00,4.4564
8563,2141,CA-2014-159520,20140606,20140611,266,1258,2,NULL,17.14,2,0.00,4.4564
8564,2141,CA-2014-159520,20140606,20140611,266,1258,1,NULL,17.14,2,0.00,4.4564
8565,2142,CA-2014-159520,20140606,20140611,266,1259,4,NULL,991.76,3,0.40,-347.1174
8566,2142,CA-2014-159520,20140606,20140611,266,1259,3,NULL,991.76,3,0.40,-347.1174
8567,2142,CA-2014-159520,20140606,20140611,266,1259,2,NULL,991.76,3,0.40,-347.1174
8568,2142,CA-2014-159520,20140606,20140611,266,1259,1,NULL,991.76,3,0.40,-347.1174
8569,2143,CA-2016-155481,20160901,20160905,159,70,4,NULL,30.48,6,0.20,9.9060
8570,2143,CA-2016-155481,20160901,20160905,159,70,3,NULL,30.48,6,0.20,9.9060
8571,2143,CA-2016-155481,20160901,20160905,159,70,2,NULL,30.48,6,0.20,9.9060
8572,2143,CA-2016-155481,20160901,20160905,159,70,1,NULL,30.48,6,0.20,9.9060
8573,2144,CA-2016-155481,20160901,20160905,159,126,4,NULL,23.99,2,0.40,-4.7976
8574,2144,CA-2016-155481,20160901,20160905,159,126,3,NULL,23.99,2,0.40,-4.7976
8575,2144,CA-2016-155481,20160901,20160905,159,126,2,NULL,23.99,2,0.40,-4.7976
8576,2144,CA-2016-155481,20160901,20160905,159,126,1,NULL,23.99,2,0.40,-4.7976
8577,2145,CA-2016-155481,20160901,20160905,159,128,4,NULL,16.69,7,0.20,5.4236
8578,2145,CA-2016-155481,20160901,20160905,159,128,3,NULL,16.69,7,0.20,5.4236
8579,2145,CA-2016-155481,20160901,20160905,159,128,2,NULL,16.69,7,0.20,5.4236
8580,2145,CA-2016-155481,20160901,20160905,159,128,1,NULL,16.69,7,0.20,5.4236
8581,2146,US-2016-152051,20160625,20160629,379,229,4,NULL,422.06,3,0.30,-18.0882
8582,2146,US-2016-152051,20160625,20160629,379,229,3,NULL,422.06,3,0.30,-18.0882
8583,2146,US-2016-152051,20160625,20160629,379,229,2,NULL,422.06,3,0.30,-18.0882
8584,2146,US-2016-152051,20160625,20160629,379,229,1,NULL,422.06,3,0.30,-18.0882
8585,2147,US-2016-152051,20160625,20160629,379,133,4,NULL,38.09,4,0.70,-27.9312
8586,2147,US-2016-152051,20160625,20160629,379,133,3,NULL,38.09,4,0.70,-27.9312
8587,2147,US-2016-152051,20160625,20160629,379,133,2,NULL,38.09,4,0.70,-27.9312
8588,2147,US-2016-152051,20160625,20160629,379,133,1,NULL,38.09,4,0.70,-27.9312
8589,2148,US-2016-152051,20160625,20160629,379,46,4,NULL,254.35,6,0.20,-50.8704
8590,2148,US-2016-152051,20160625,20160629,379,46,3,NULL,254.35,6,0.20,-50.8704
8591,2148,US-2016-152051,20160625,20160629,379,46,2,NULL,254.35,6,0.20,-50.8704
8592,2148,US-2016-152051,20160625,20160629,379,46,1,NULL,254.35,6,0.20,-50.8704
8593,2149,CA-2014-141607,20141212,20141217,577,785,4,NULL,43.31,1,0.00,4.3310
8594,2149,CA-2014-141607,20141212,20141217,577,785,3,NULL,43.31,1,0.00,4.3310
8595,2149,CA-2014-141607,20141212,20141217,577,785,2,NULL,43.31,1,0.00,4.3310
8596,2149,CA-2014-141607,20141212,20141217,577,785,1,NULL,43.31,1,0.00,4.3310
8597,2150,CA-2017-102771,20170331,20170405,158,1260,4,NULL,84.95,5,0.00,22.0870
8598,2150,CA-2017-102771,20170331,20170405,158,1260,3,NULL,84.95,5,0.00,22.0870
8599,2150,CA-2017-102771,20170331,20170405,158,1260,2,NULL,84.95,5,0.00,22.0870
8600,2150,CA-2017-102771,20170331,20170405,158,1260,1,NULL,84.95,5,0.00,22.0870
8601,2151,US-2017-139969,20171119,20171126,579,914,4,NULL,233.06,3,0.30,-53.2704
8602,2151,US-2017-139969,20171119,20171126,579,914,3,NULL,233.06,3,0.30,-53.2704
8603,2151,US-2017-139969,20171119,20171126,579,914,2,NULL,233.06,3,0.30,-53.2704
8604,2151,US-2017-139969,20171119,20171126,579,914,1,NULL,233.06,3,0.30,-53.2704
8605,2152,CA-2014-167360,20141124,20141129,580,405,4,NULL,111.79,7,0.00,43.5981
8606,2152,CA-2014-167360,20141124,20141129,580,405,3,NULL,111.79,7,0.00,43.5981
8607,2152,CA-2014-167360,20141124,20141129,580,405,2,NULL,111.79,7,0.00,43.5981
8608,2152,CA-2014-167360,20141124,20141129,580,405,1,NULL,111.79,7,0.00,43.5981
8609,2153,CA-2015-123505,20151122,20151126,482,1026,4,NULL,14.94,3,0.00,7.0218
8610,2153,CA-2015-123505,20151122,20151126,482,1026,3,NULL,14.94,3,0.00,7.0218
8611,2153,CA-2015-123505,20151122,20151126,482,1026,2,NULL,14.94,3,0.00,7.0218
8612,2153,CA-2015-123505,20151122,20151126,482,1026,1,NULL,14.94,3,0.00,7.0218
8613,2154,CA-2016-117282,20160714,20160718,113,609,4,NULL,14.16,2,0.20,5.1330
8614,2154,CA-2016-117282,20160714,20160718,113,609,3,NULL,14.16,2,0.20,5.1330
8615,2154,CA-2016-117282,20160714,20160718,113,609,2,NULL,14.16,2,0.20,5.1330
8616,2154,CA-2016-117282,20160714,20160718,113,609,1,NULL,14.16,2,0.20,5.1330
8617,2155,US-2016-120460,20160430,20160505,409,1156,4,NULL,22.61,3,0.60,-10.1736
8618,2155,US-2016-120460,20160430,20160505,409,1156,3,NULL,22.61,3,0.60,-10.1736
8619,2155,US-2016-120460,20160430,20160505,409,1156,2,NULL,22.61,3,0.60,-10.1736
8620,2155,US-2016-120460,20160430,20160505,409,1156,1,NULL,22.61,3,0.60,-10.1736
8621,2156,CA-2016-111115,20160725,20160727,446,295,4,NULL,21.48,6,0.00,10.7400
8622,2156,CA-2016-111115,20160725,20160727,446,295,3,NULL,21.48,6,0.00,10.7400
8623,2156,CA-2016-111115,20160725,20160727,446,295,2,NULL,21.48,6,0.00,10.7400
8624,2156,CA-2016-111115,20160725,20160727,446,295,1,NULL,21.48,6,0.00,10.7400
8625,2157,CA-2014-124646,20140622,20140624,232,750,4,NULL,501.81,3,0.00,0.0000
8626,2157,CA-2014-124646,20140622,20140624,232,750,3,NULL,501.81,3,0.00,0.0000
8627,2157,CA-2014-124646,20140622,20140624,232,750,2,NULL,501.81,3,0.00,0.0000
8628,2157,CA-2014-124646,20140622,20140624,232,750,1,NULL,501.81,3,0.00,0.0000
8629,2158,CA-2014-124646,20140622,20140624,232,399,4,NULL,161.94,3,0.00,9.7164
8630,2158,CA-2014-124646,20140622,20140624,232,399,3,NULL,161.94,3,0.00,9.7164
8631,2158,CA-2014-124646,20140622,20140624,232,399,2,NULL,161.94,3,0.00,9.7164
8632,2158,CA-2014-124646,20140622,20140624,232,399,1,NULL,161.94,3,0.00,9.7164
8633,2159,CA-2017-148166,20171021,20171026,72,1261,4,NULL,17.86,4,0.20,2.0088
8634,2159,CA-2017-148166,20171021,20171026,72,1261,3,NULL,17.86,4,0.20,2.0088
8635,2159,CA-2017-148166,20171021,20171026,72,1261,2,NULL,17.86,4,0.20,2.0088
8636,2159,CA-2017-148166,20171021,20171026,72,1261,1,NULL,17.86,4,0.20,2.0088
8637,2160,CA-2016-159737,20160903,20160909,230,909,4,NULL,8.81,3,0.80,-14.9736
8638,2160,CA-2016-159737,20160903,20160909,230,909,3,NULL,8.81,3,0.80,-14.9736
8639,2160,CA-2016-159737,20160903,20160909,230,909,2,NULL,8.81,3,0.80,-14.9736
8640,2160,CA-2016-159737,20160903,20160909,230,909,1,NULL,8.81,3,0.80,-14.9736
8641,2161,CA-2016-141019,20160514,20160514,110,1072,4,NULL,79.38,1,0.20,29.7690
8642,2161,CA-2016-141019,20160514,20160514,110,1072,3,NULL,79.38,1,0.20,29.7690
8643,2161,CA-2016-141019,20160514,20160514,110,1072,2,NULL,79.38,1,0.20,29.7690
8644,2161,CA-2016-141019,20160514,20160514,110,1072,1,NULL,79.38,1,0.20,29.7690
8645,2162,CA-2016-101938,20160107,20160112,109,1262,4,NULL,34.58,1,0.00,10.0282
8646,2162,CA-2016-101938,20160107,20160112,109,1262,3,NULL,34.58,1,0.00,10.0282
8647,2162,CA-2016-101938,20160107,20160112,109,1262,2,NULL,34.58,1,0.00,10.0282
8648,2162,CA-2016-101938,20160107,20160112,109,1262,1,NULL,34.58,1,0.00,10.0282
8649,2163,CA-2017-166296,20170313,20170319,581,1079,4,NULL,314.55,3,0.00,150.9840
8650,2163,CA-2017-166296,20170313,20170319,581,1079,3,NULL,314.55,3,0.00,150.9840
8651,2163,CA-2017-166296,20170313,20170319,581,1079,2,NULL,314.55,3,0.00,150.9840
8652,2163,CA-2017-166296,20170313,20170319,581,1079,1,NULL,314.55,3,0.00,150.9840
8653,2164,CA-2016-154018,20161013,20161019,67,658,4,NULL,191.98,3,0.20,23.9970
8654,2164,CA-2016-154018,20161013,20161019,67,658,3,NULL,191.98,3,0.20,23.9970
8655,2164,CA-2016-154018,20161013,20161019,67,658,2,NULL,191.98,3,0.20,23.9970
8656,2164,CA-2016-154018,20161013,20161019,67,658,1,NULL,191.98,3,0.20,23.9970
8657,2165,CA-2016-154018,20161013,20161019,67,1263,4,NULL,8.29,2,0.20,3.0044
8658,2165,CA-2016-154018,20161013,20161019,67,1263,3,NULL,8.29,2,0.20,3.0044
8659,2165,CA-2016-154018,20161013,20161019,67,1263,2,NULL,8.29,2,0.20,3.0044
8660,2165,CA-2016-154018,20161013,20161019,67,1263,1,NULL,8.29,2,0.20,3.0044
8661,2166,CA-2016-154018,20161013,20161019,67,584,4,NULL,139.92,5,0.60,-150.4140
8662,2166,CA-2016-154018,20161013,20161019,67,584,3,NULL,139.92,5,0.60,-150.4140
8663,2166,CA-2016-154018,20161013,20161019,67,584,2,NULL,139.92,5,0.60,-150.4140
8664,2166,CA-2016-154018,20161013,20161019,67,584,1,NULL,139.92,5,0.60,-150.4140
8665,2167,CA-2016-154018,20161013,20161019,67,1168,4,NULL,15.87,1,0.20,1.1904
8666,2167,CA-2016-154018,20161013,20161019,67,1168,3,NULL,15.87,1,0.20,1.1904
8667,2167,CA-2016-154018,20161013,20161019,67,1168,2,NULL,15.87,1,0.20,1.1904
8668,2167,CA-2016-154018,20161013,20161019,67,1168,1,NULL,15.87,1,0.20,1.1904
8669,2168,CA-2016-154018,20161013,20161019,67,308,4,NULL,6.29,7,0.80,-11.0005
8670,2168,CA-2016-154018,20161013,20161019,67,308,3,NULL,6.29,7,0.80,-11.0005
8671,2168,CA-2016-154018,20161013,20161019,67,308,2,NULL,6.29,7,0.80,-11.0005
8672,2168,CA-2016-154018,20161013,20161019,67,308,1,NULL,6.29,7,0.80,-11.0005
8673,2169,CA-2017-117870,20170127,20170130,582,513,4,NULL,14.02,3,0.20,1.7520
8674,2169,CA-2017-117870,20170127,20170130,582,513,3,NULL,14.02,3,0.20,1.7520
8675,2169,CA-2017-117870,20170127,20170130,582,513,2,NULL,14.02,3,0.20,1.7520
8676,2169,CA-2017-117870,20170127,20170130,582,513,1,NULL,14.02,3,0.20,1.7520
8677,2170,CA-2017-117870,20170127,20170130,582,702,4,NULL,71.98,3,0.20,-8.9970
8678,2170,CA-2017-117870,20170127,20170130,582,702,3,NULL,71.98,3,0.20,-8.9970
8679,2170,CA-2017-117870,20170127,20170130,582,702,2,NULL,71.98,3,0.20,-8.9970
8680,2170,CA-2017-117870,20170127,20170130,582,702,1,NULL,71.98,3,0.20,-8.9970
8681,2171,CA-2017-117870,20170127,20170130,582,161,4,NULL,107.98,3,0.40,-26.9955
8682,2171,CA-2017-117870,20170127,20170130,582,161,3,NULL,107.98,3,0.40,-26.9955
8683,2171,CA-2017-117870,20170127,20170130,582,161,2,NULL,107.98,3,0.40,-26.9955
8684,2171,CA-2017-117870,20170127,20170130,582,161,1,NULL,107.98,3,0.40,-26.9955
8685,2172,US-2017-137491,20171119,20171125,19,636,4,NULL,305.31,2,0.30,-8.7232
8686,2172,US-2017-137491,20171119,20171125,19,636,3,NULL,305.31,2,0.30,-8.7232
8687,2172,US-2017-137491,20171119,20171125,19,636,2,NULL,305.31,2,0.30,-8.7232
8688,2172,US-2017-137491,20171119,20171125,19,636,1,NULL,305.31,2,0.30,-8.7232
8689,2173,CA-2014-152296,20140801,20140803,583,1264,4,NULL,19.75,3,0.20,6.9132
8690,2173,CA-2014-152296,20140801,20140803,583,1264,3,NULL,19.75,3,0.20,6.9132
8691,2173,CA-2014-152296,20140801,20140803,583,1264,2,NULL,19.75,3,0.20,6.9132
8692,2173,CA-2014-152296,20140801,20140803,583,1264,1,NULL,19.75,3,0.20,6.9132
8693,2174,CA-2016-112025,20160730,20160804,61,1088,4,NULL,9.26,3,0.80,-13.8960
8694,2174,CA-2016-112025,20160730,20160804,61,1088,3,NULL,9.26,3,0.80,-13.8960
8695,2174,CA-2016-112025,20160730,20160804,61,1088,2,NULL,9.26,3,0.80,-13.8960
8696,2174,CA-2016-112025,20160730,20160804,61,1088,1,NULL,9.26,3,0.80,-13.8960
8697,2175,CA-2015-132507,20150730,20150803,567,1221,4,NULL,61.79,4,0.20,6.1792
8698,2175,CA-2015-132507,20150730,20150803,567,1221,3,NULL,61.79,4,0.20,6.1792
8699,2175,CA-2015-132507,20150730,20150803,567,1221,2,NULL,61.79,4,0.20,6.1792
8700,2175,CA-2015-132507,20150730,20150803,567,1221,1,NULL,61.79,4,0.20,6.1792
8701,2176,CA-2016-125738,20161015,20161021,584,1265,4,NULL,45.68,2,0.00,21.0128
8702,2176,CA-2016-125738,20161015,20161021,584,1265,3,NULL,45.68,2,0.00,21.0128
8703,2176,CA-2016-125738,20161015,20161021,584,1265,2,NULL,45.68,2,0.00,21.0128
8704,2176,CA-2016-125738,20161015,20161021,584,1265,1,NULL,45.68,2,0.00,21.0128
8705,2177,CA-2016-125738,20161015,20161021,584,1084,4,NULL,60.12,9,0.00,28.8576
8706,2177,CA-2016-125738,20161015,20161021,584,1084,3,NULL,60.12,9,0.00,28.8576
8707,2177,CA-2016-125738,20161015,20161021,584,1084,2,NULL,60.12,9,0.00,28.8576
8708,2177,CA-2016-125738,20161015,20161021,584,1084,1,NULL,60.12,9,0.00,28.8576
8709,2178,CA-2016-125738,20161015,20161021,584,1125,4,NULL,41.72,5,0.20,13.0375
8710,2178,CA-2016-125738,20161015,20161021,584,1125,3,NULL,41.72,5,0.20,13.0375
8711,2178,CA-2016-125738,20161015,20161021,584,1125,2,NULL,41.72,5,0.20,13.0375
8712,2178,CA-2016-125738,20161015,20161021,584,1125,1,NULL,41.72,5,0.20,13.0375
8713,2179,CA-2016-125738,20161015,20161021,584,423,4,NULL,71.60,8,0.00,32.9360
8714,2179,CA-2016-125738,20161015,20161021,584,423,3,NULL,71.60,8,0.00,32.9360
8715,2179,CA-2016-125738,20161015,20161021,584,423,2,NULL,71.60,8,0.00,32.9360
8716,2179,CA-2016-125738,20161015,20161021,584,423,1,NULL,71.60,8,0.00,32.9360
8717,2180,CA-2016-128818,20160507,20160511,171,339,4,NULL,85.23,7,0.20,30.8966
8718,2180,CA-2016-128818,20160507,20160511,171,339,3,NULL,85.23,7,0.20,30.8966
8719,2180,CA-2016-128818,20160507,20160511,171,339,2,NULL,85.23,7,0.20,30.8966
8720,2180,CA-2016-128818,20160507,20160511,171,339,1,NULL,85.23,7,0.20,30.8966
8721,2181,CA-2016-128818,20160507,20160511,171,430,4,NULL,44.40,3,0.00,22.2000
8722,2181,CA-2016-128818,20160507,20160511,171,430,3,NULL,44.40,3,0.00,22.2000
8723,2181,CA-2016-128818,20160507,20160511,171,430,2,NULL,44.40,3,0.00,22.2000
8724,2181,CA-2016-128818,20160507,20160511,171,430,1,NULL,44.40,3,0.00,22.2000
8725,2182,CA-2016-128818,20160507,20160511,171,1266,4,NULL,442.76,4,0.10,59.0352
8726,2182,CA-2016-128818,20160507,20160511,171,1266,3,NULL,442.76,4,0.10,59.0352
8727,2182,CA-2016-128818,20160507,20160511,171,1266,2,NULL,442.76,4,0.10,59.0352
8728,2182,CA-2016-128818,20160507,20160511,171,1266,1,NULL,442.76,4,0.10,59.0352
8729,2183,CA-2016-128818,20160507,20160511,171,1151,4,NULL,3999.95,5,0.00,1159.9855
8730,2183,CA-2016-128818,20160507,20160511,171,1151,3,NULL,3999.95,5,0.00,1159.9855
8731,2183,CA-2016-128818,20160507,20160511,171,1151,2,NULL,3999.95,5,0.00,1159.9855
8732,2183,CA-2016-128818,20160507,20160511,171,1151,1,NULL,3999.95,5,0.00,1159.9855
