order_key,order_id,order_date_key,ship_date_key,customer_key,shipmode_key,store_key,total_sales,total_quantity,total_discount,total_profit,product_count
3273,CA-2014-142839,20140816,20140820,60,NULL,4,853.09,6,0.40,-227.4912,1
3274,CA-2014-142839,20140816,20140820,60,NULL,3,853.09,6,0.40,-227.4912,1
3275,CA-2014-142839,20140816,20140820,60,NULL,2,853.09,6,0.40,-227.4912,1
3276,CA-2014-142839,20140816,20140820,60,NULL,1,853.09,6,0.40,-227.4912,1
3277,CA-2017-129833,20171209,20171215,521,NULL,4,43.85,10,0.00,20.4830,2
3278,CA-2017-129833,20171209,20171215,521,NULL,3,43.85,10,0.00,20.4830,2
3279,CA-2017-129833,20171209,20171215,521,NULL,2,43.85,10,0.00,20.4830,2
3280,CA-2017-129833,20171209,20171215,521,NULL,1,43.85,10,0.00,20.4830,2
3281,US-2016-154361,20160314,20160319,522,NULL,4,21.88,5,0.20,6.2905,1
3282,US-2016-154361,20160314,20160319,522,NULL,3,21.88,5,0.20,6.2905,1
3283,US-2016-154361,20160314,20160319,522,NULL,2,21.88,5,0.20,6.2905,1
3284,US-2016-154361,20160314,20160319,522,NULL,1,21.88,5,0.20,6.2905,1
3285,US-2016-158708,20160626,20160629,438,NULL,4,13.62,2,0.20,3.5742,1
3286,US-2016-158708,20160626,20160629,438,NULL,3,13.62,2,0.20,3.5742,1
3287,US-2016-158708,20160626,20160629,438,NULL,2,13.62,2,0.20,3.5742,1
3288,US-2016-158708,20160626,20160629,438,NULL,1,13.62,2,0.20,3.5742,1
3289,CA-2015-156335,20150925,20150928,286,NULL,4,183.40,9,0.00,79.4030,3
3290,CA-2015-156335,20150925,20150928,286,NULL,3,183.40,9,0.00,79.4030,3
3291,CA-2015-156335,20150925,20150928,286,NULL,2,183.40,9,0.00,79.4030,3
3292,CA-2015-156335,20150925,20150928,286,NULL,1,183.40,9,0.00,79.4030,3
3293,CA-2015-148376,20151227,20151231,152,NULL,4,128.52,9,0.00,41.3672,2
3294,CA-2015-148376,20151227,20151231,152,NULL,3,128.52,9,0.00,41.3672,2
3295,CA-2015-148376,20151227,20151231,152,NULL,2,128.52,9,0.00,41.3672,2
3296,CA-2015-148376,20151227,20151231,152,NULL,1,128.52,9,0.00,41.3672,2
3297,CA-2014-135657,20140603,20140607,57,NULL,4,515.88,6,0.00,113.4936,1
3298,CA-2014-135657,20140603,20140607,57,NULL,3,515.88,6,0.00,113.4936,1
3299,CA-2014-135657,20140603,20140607,57,NULL,2,515.88,6,0.00,113.4936,1
3300,CA-2014-135657,20140603,20140607,57,NULL,1,515.88,6,0.00,113.4936,1
3301,CA-2015-114069,20150713,20150715,445,NULL,4,1952.81,13,0.30,330.8016,3
3302,CA-2015-114069,20150713,20150715,445,NULL,3,1952.81,13,0.30,330.8016,3
3303,CA-2015-114069,20150713,20150715,445,NULL,2,1952.81,13,0.30,330.8016,3
3304,CA-2015-114069,20150713,20150715,445,NULL,1,1952.81,13,0.30,330.8016,3
3305,CA-2014-139857,20140202,20140206,523,NULL,4,12.35,5,0.00,5.8045,1
3306,CA-2014-139857,20140202,20140206,523,NULL,3,12.35,5,0.00,5.8045,1
3307,CA-2014-139857,20140202,20140206,523,NULL,2,12.35,5,0.00,5.8045,1
3308,CA-2014-139857,20140202,20140206,523,NULL,1,12.35,5,0.00,5.8045,1
3309,CA-2016-106306,20160308,20160308,311,NULL,4,9.70,3,0.70,-7.1148,1
3310,CA-2016-106306,20160308,20160308,311,NULL,3,9.70,3,0.70,-7.1148,1
3311,CA-2016-106306,20160308,20160308,311,NULL,2,9.70,3,0.70,-7.1148,1
3312,CA-2016-106306,20160308,20160308,311,NULL,1,9.70,3,0.70,-7.1148,1
3313,CA-2015-100545,20151122,20151126,6,NULL,4,11.61,2,0.70,-9.2880,1
3314,CA-2015-100545,20151122,20151126,6,NULL,3,11.61,2,0.70,-9.2880,1
3315,CA-2015-100545,20151122,20151126,6,NULL,2,11.61,2,0.70,-9.2880,1
3316,CA-2015-100545,20151122,20151126,6,NULL,1,11.61,2,0.70,-9.2880,1
3317,CA-2017-123491,20171030,20171105,524,NULL,4,1993.77,30,0.40,557.3313,6
3318,CA-2017-123491,20171030,20171105,524,NULL,3,1993.77,30,0.40,557.3313,6
3319,CA-2017-123491,20171030,20171105,524,NULL,2,1993.77,30,0.40,557.3313,6
3320,CA-2017-123491,20171030,20171105,524,NULL,1,1993.77,30,0.40,557.3313,6
3321,CA-2015-145401,20150130,20150204,188,NULL,4,14.30,6,0.20,5.0064,1
3322,CA-2015-145401,20150130,20150204,188,NULL,3,14.30,6,0.20,5.0064,1
3323,CA-2015-145401,20150130,20150204,188,NULL,2,14.30,6,0.20,5.0064,1
3324,CA-2015-145401,20150130,20150204,188,NULL,1,14.30,6,0.20,5.0064,1
3325,US-2017-124968,20170908,20170913,515,NULL,4,765.63,7,0.50,-566.5625,1
3326,US-2017-124968,20170908,20170913,515,NULL,3,765.63,7,0.50,-566.5625,1
3327,US-2017-124968,20170908,20170913,515,NULL,2,765.63,7,0.50,-566.5625,1
3328,US-2017-124968,20170908,20170913,515,NULL,1,765.63,7,0.50,-566.5625,1
3329,CA-2017-104003,20171007,20171013,291,NULL,4,307.67,2,0.15,-14.4784,1
3330,CA-2017-104003,20171007,20171013,291,NULL,3,307.67,2,0.15,-14.4784,1
3331,CA-2017-104003,20171007,20171013,291,NULL,2,307.67,2,0.15,-14.4784,1
3332,CA-2017-104003,20171007,20171013,291,NULL,1,307.67,2,0.15,-14.4784,1
3333,CA-2016-154788,20160430,20160504,253,NULL,4,7.71,2,0.20,2.7956,1
3334,CA-2016-154788,20160430,20160504,253,NULL,3,7.71,2,0.20,2.7956,1
3335,CA-2016-154788,20160430,20160504,253,NULL,2,7.71,2,0.20,2.7956,1
3336,CA-2016-154788,20160430,20160504,253,NULL,1,7.71,2,0.20,2.7956,1
3337,CA-2016-169943,20160519,20160524,203,NULL,4,821.22,26,0.20,112.7730,5
3338,CA-2016-169943,20160519,20160524,203,NULL,3,821.22,26,0.20,112.7730,5
3339,CA-2016-169943,20160519,20160524,203,NULL,2,821.22,26,0.20,112.7730,5
3340,CA-2016-169943,20160519,20160524,203,NULL,1,821.22,26,0.20,112.7730,5
3341,US-2015-123218,20151220,20151225,45,NULL,4,775.01,9,0.70,-8.6192,3
3342,US-2015-123218,20151220,20151225,45,NULL,3,775.01,9,0.70,-8.6192,3
3343,US-2015-123218,20151220,20151225,45,NULL,2,775.01,9,0.70,-8.6192,3
3344,US-2015-123218,20151220,20151225,45,NULL,1,775.01,9,0.70,-8.6192,3
3345,CA-2015-127453,20151219,20151220,272,NULL,4,526.74,9,0.60,51.6520,3
3346,CA-2015-127453,20151219,20151220,272,NULL,3,526.74,9,0.60,51.6520,3
3347,CA-2015-127453,20151219,20151220,272,NULL,2,526.74,9,0.60,51.6520,3
3348,CA-2015-127453,20151219,20151220,272,NULL,1,526.74,9,0.60,51.6520,3
3349,US-2017-164056,20170429,20170504,525,NULL,4,1048.35,5,0.40,-69.8900,1
3350,US-2017-164056,20170429,20170504,525,NULL,3,1048.35,5,0.40,-69.8900,1
3351,US-2017-164056,20170429,20170504,525,NULL,2,1048.35,5,0.40,-69.8900,1
3352,US-2017-164056,20170429,20170504,525,NULL,1,1048.35,5,0.40,-69.8900,1
3353,CA-2016-106894,20160207,20160207,245,NULL,4,107.83,7,0.00,24.6018,2
3354,CA-2016-106894,20160207,20160207,245,NULL,3,107.83,7,0.00,24.6018,2
3355,CA-2016-106894,20160207,20160207,245,NULL,2,107.83,7,0.00,24.6018,2
3356,CA-2016-106894,20160207,20160207,245,NULL,1,107.83,7,0.00,24.6018,2
3357,CA-2014-125136,20140928,20141003,471,NULL,4,106.94,10,0.40,35.0240,2
3358,CA-2014-125136,20140928,20141003,471,NULL,3,106.94,10,0.40,35.0240,2
3359,CA-2014-125136,20140928,20141003,471,NULL,2,106.94,10,0.40,35.0240,2
3360,CA-2014-125136,20140928,20141003,471,NULL,1,106.94,10,0.40,35.0240,2
3361,US-2016-131149,20160710,20160714,110,NULL,4,492.28,7,0.40,-16.4520,2
3362,US-2016-131149,20160710,20160714,110,NULL,3,492.28,7,0.40,-16.4520,2
3363,US-2016-131149,20160710,20160714,110,NULL,2,492.28,7,0.40,-16.4520,2
3364,US-2016-131149,20160710,20160714,110,NULL,1,492.28,7,0.40,-16.4520,2
3365,CA-2017-101483,20170729,20170801,166,NULL,4,61.22,10,0.60,8.2912,3
3366,CA-2017-101483,20170729,20170801,166,NULL,3,61.22,10,0.60,8.2912,3
3367,CA-2017-101483,20170729,20170801,166,NULL,2,61.22,10,0.60,8.2912,3
3368,CA-2017-101483,20170729,20170801,166,NULL,1,61.22,10,0.60,8.2912,3
3369,CA-2015-130204,20150903,20150909,107,NULL,4,178.79,10,0.00,58.4918,3
3370,CA-2015-130204,20150903,20150909,107,NULL,3,178.79,10,0.00,58.4918,3
3371,CA-2015-130204,20150903,20150909,107,NULL,2,178.79,10,0.00,58.4918,3
3372,CA-2015-130204,20150903,20150909,107,NULL,1,178.79,10,0.00,58.4918,3
3373,CA-2014-110527,20140809,20140816,526,NULL,4,20.88,8,0.00,9.6048,1
3374,CA-2014-110527,20140809,20140816,526,NULL,3,20.88,8,0.00,9.6048,1
3375,CA-2014-110527,20140809,20140816,526,NULL,2,20.88,8,0.00,9.6048,1
3376,CA-2014-110527,20140809,20140816,526,NULL,1,20.88,8,0.00,9.6048,1
3377,CA-2017-152807,20171030,20171103,499,NULL,4,481.47,15,0.80,-49.5696,4
3378,CA-2017-152807,20171030,20171103,499,NULL,3,481.47,15,0.80,-49.5696,4
3379,CA-2017-152807,20171030,20171103,499,NULL,2,481.47,15,0.80,-49.5696,4
3380,CA-2017-152807,20171030,20171103,499,NULL,1,481.47,15,0.80,-49.5696,4
3381,CA-2014-133270,20140606,20140609,299,NULL,4,13.36,2,0.00,4.9432,1
3382,CA-2014-133270,20140606,20140609,299,NULL,3,13.36,2,0.00,4.9432,1
3383,CA-2014-133270,20140606,20140609,299,NULL,2,13.36,2,0.00,4.9432,1
3384,CA-2014-133270,20140606,20140609,299,NULL,1,13.36,2,0.00,4.9432,1
3385,CA-2016-155670,20160813,20160817,192,NULL,4,21.50,11,0.90,-5.0268,2
3386,CA-2016-155670,20160813,20160817,192,NULL,3,21.50,11,0.90,-5.0268,2
3387,CA-2016-155670,20160813,20160817,192,NULL,2,21.50,11,0.90,-5.0268,2
3388,CA-2016-155670,20160813,20160817,192,NULL,1,21.50,11,0.90,-5.0268,2
3389,US-2014-157406,20140425,20140429,527,NULL,4,16.61,5,0.40,4.1748,2
3390,US-2014-157406,20140425,20140429,527,NULL,3,16.61,5,0.40,4.1748,2
3391,US-2014-157406,20140425,20140429,527,NULL,2,16.61,5,0.40,4.1748,2
3392,US-2014-157406,20140425,20140429,527,NULL,1,16.61,5,0.40,4.1748,2
3393,CA-2015-139094,20151122,20151127,247,NULL,4,206.96,2,0.30,-32.5226,1
3394,CA-2015-139094,20151122,20151127,247,NULL,3,206.96,2,0.30,-32.5226,1
3395,CA-2015-139094,20151122,20151127,247,NULL,2,206.96,2,0.30,-32.5226,1
3396,CA-2015-139094,20151122,20151127,247,NULL,1,206.96,2,0.30,-32.5226,1
3397,CA-2017-168837,20171014,20171017,528,NULL,4,9.46,2,0.00,3.6894,1
3398,CA-2017-168837,20171014,20171017,528,NULL,3,9.46,2,0.00,3.6894,1
3399,CA-2017-168837,20171014,20171017,528,NULL,2,9.46,2,0.00,3.6894,1
3400,CA-2017-168837,20171014,20171017,528,NULL,1,9.46,2,0.00,3.6894,1
3401,CA-2017-116715,20171202,20171205,101,NULL,4,678.10,13,0.00,208.8102,3
3402,CA-2017-116715,20171202,20171205,101,NULL,3,678.10,13,0.00,208.8102,3
3403,CA-2017-116715,20171202,20171205,101,NULL,2,678.10,13,0.00,208.8102,3
3404,CA-2017-116715,20171202,20171205,101,NULL,1,678.10,13,0.00,208.8102,3
3405,CA-2015-135622,20151208,20151211,500,NULL,4,2079.11,17,0.40,281.1181,2
3406,CA-2015-135622,20151208,20151211,500,NULL,3,2079.11,17,0.40,281.1181,2
3407,CA-2015-135622,20151208,20151211,500,NULL,2,2079.11,17,0.40,281.1181,2
3408,CA-2015-135622,20151208,20151211,500,NULL,1,2079.11,17,0.40,281.1181,2
3409,US-2015-107349,20150713,20150715,360,NULL,4,41.57,6,0.80,-66.5088,1
3410,US-2015-107349,20150713,20150715,360,NULL,3,41.57,6,0.80,-66.5088,1
3411,US-2015-107349,20150713,20150715,360,NULL,2,41.57,6,0.80,-66.5088,1
3412,US-2015-107349,20150713,20150715,360,NULL,1,41.57,6,0.80,-66.5088,1
3413,CA-2014-139017,20140511,20140517,529,NULL,4,46.86,2,0.20,7.6154,1
3414,CA-2014-139017,20140511,20140517,529,NULL,3,46.86,2,0.20,7.6154,1
3415,CA-2014-139017,20140511,20140517,529,NULL,2,46.86,2,0.20,7.6154,1
3416,CA-2014-139017,20140511,20140517,529,NULL,1,46.86,2,0.20,7.6154,1
3417,CA-2014-141817,20140105,20140112,470,NULL,4,19.54,3,0.20,4.8840,1
3418,CA-2014-141817,20140105,20140112,470,NULL,3,19.54,3,0.20,4.8840,1
3419,CA-2014-141817,20140105,20140112,470,NULL,2,19.54,3,0.20,4.8840,1
3420,CA-2014-141817,20140105,20140112,470,NULL,1,19.54,3,0.20,4.8840,1
3421,CA-2015-130785,20150905,20150909,152,NULL,4,733.28,13,0.50,-15.8318,3
3422,CA-2015-130785,20150905,20150909,152,NULL,3,733.28,13,0.50,-15.8318,3
3423,CA-2015-130785,20150905,20150909,152,NULL,2,733.28,13,0.50,-15.8318,3
3424,CA-2015-130785,20150905,20150909,152,NULL,1,733.28,13,0.50,-15.8318,3
3425,CA-2016-110254,20160804,20160808,530,NULL,4,158.81,14,0.00,63.3456,4
3426,CA-2016-110254,20160804,20160808,530,NULL,3,158.81,14,0.00,63.3456,4
3427,CA-2016-110254,20160804,20160808,530,NULL,2,158.81,14,0.00,63.3456,4
3428,CA-2016-110254,20160804,20160808,530,NULL,1,158.81,14,0.00,63.3456,4
3429,US-2014-158057,20140322,20140326,531,NULL,4,59.11,9,1.40,-45.3169,2
3430,US-2014-158057,20140322,20140326,531,NULL,3,59.11,9,1.40,-45.3169,2
3431,US-2014-158057,20140322,20140326,531,NULL,2,59.11,9,1.40,-45.3169,2
3432,US-2014-158057,20140322,20140326,531,NULL,1,59.11,9,1.40,-45.3169,2
3433,CA-2017-146024,20170302,20170308,35,NULL,4,19.20,11,1.00,-21.5615,2
3434,CA-2017-146024,20170302,20170308,35,NULL,3,19.20,11,1.00,-21.5615,2
3435,CA-2017-146024,20170302,20170308,35,NULL,2,19.20,11,1.00,-21.5615,2
3436,CA-2017-146024,20170302,20170308,35,NULL,1,19.20,11,1.00,-21.5615,2
3437,CA-2016-129686,20161127,20161129,56,NULL,4,160.38,8,0.40,-4.9960,2
3438,CA-2016-129686,20161127,20161129,56,NULL,3,160.38,8,0.40,-4.9960,2
3439,CA-2016-129686,20161127,20161129,56,NULL,2,160.38,8,0.40,-4.9960,2
3440,CA-2016-129686,20161127,20161129,56,NULL,1,160.38,8,0.40,-4.9960,2
3441,CA-2014-118976,20140428,20140503,502,NULL,4,526.96,14,0.00,141.7728,4
3442,CA-2014-118976,20140428,20140503,502,NULL,3,526.96,14,0.00,141.7728,4
3443,CA-2014-118976,20140428,20140503,502,NULL,2,526.96,14,0.00,141.7728,4
3444,CA-2014-118976,20140428,20140503,502,NULL,1,526.96,14,0.00,141.7728,4
3445,CA-2015-105347,20151124,20151128,25,NULL,4,383.61,14,0.00,187.3809,2
3446,CA-2015-105347,20151124,20151128,25,NULL,3,383.61,14,0.00,187.3809,2
3447,CA-2015-105347,20151124,20151128,25,NULL,2,383.61,14,0.00,187.3809,2
3448,CA-2015-105347,20151124,20151128,25,NULL,1,383.61,14,0.00,187.3809,2
3449,CA-2016-124667,20161111,20161116,421,NULL,4,143.33,4,0.00,35.8325,2
3450,CA-2016-124667,20161111,20161116,421,NULL,3,143.33,4,0.00,35.8325,2
3451,CA-2016-124667,20161111,20161116,421,NULL,2,143.33,4,0.00,35.8325,2
3452,CA-2016-124667,20161111,20161116,421,NULL,1,143.33,4,0.00,35.8325,2
3453,CA-2015-111094,20150709,20150713,119,NULL,4,129.52,5,0.00,62.0380,2
3454,CA-2015-111094,20150709,20150713,119,NULL,3,129.52,5,0.00,62.0380,2
3455,CA-2015-111094,20150709,20150713,119,NULL,2,129.52,5,0.00,62.0380,2
3456,CA-2015-111094,20150709,20150713,119,NULL,1,129.52,5,0.00,62.0380,2
3457,CA-2017-166317,20170922,20170926,532,NULL,4,438.01,21,0.00,158.2877,4
3458,CA-2017-166317,20170922,20170926,532,NULL,3,438.01,21,0.00,158.2877,4
3459,CA-2017-166317,20170922,20170926,532,NULL,2,438.01,21,0.00,158.2877,4
3460,CA-2017-166317,20170922,20170926,532,NULL,1,438.01,21,0.00,158.2877,4
3461,CA-2015-154326,20150215,20150219,533,NULL,4,974.90,10,0.00,287.3705,3
3462,CA-2015-154326,20150215,20150219,533,NULL,3,974.90,10,0.00,287.3705,3
3463,CA-2015-154326,20150215,20150219,533,NULL,2,974.90,10,0.00,287.3705,3
3464,CA-2015-154326,20150215,20150219,533,NULL,1,974.90,10,0.00,287.3705,3
3465,CA-2014-102008,20140930,20141004,155,NULL,4,48.94,1,0.00,24.4700,1
3466,CA-2014-102008,20140930,20141004,155,NULL,3,48.94,1,0.00,24.4700,1
3467,CA-2014-102008,20140930,20141004,155,NULL,2,48.94,1,0.00,24.4700,1
3468,CA-2014-102008,20140930,20141004,155,NULL,1,48.94,1,0.00,24.4700,1
3469,CA-2014-120474,20141201,20141203,262,NULL,4,2854.48,12,0.00,686.4744,2
3470,CA-2014-120474,20141201,20141203,262,NULL,3,2854.48,12,0.00,686.4744,2
3471,CA-2014-120474,20141201,20141203,262,NULL,2,2854.48,12,0.00,686.4744,2
3472,CA-2014-120474,20141201,20141203,262,NULL,1,2854.48,12,0.00,686.4744,2
3473,CA-2014-104773,20141208,20141213,534,NULL,4,60.42,2,0.20,6.0416,1
3474,CA-2014-104773,20141208,20141213,534,NULL,3,60.42,2,0.20,6.0416,1
3475,CA-2014-104773,20141208,20141213,534,NULL,2,60.42,2,0.20,6.0416,1
3476,CA-2014-104773,20141208,20141213,534,NULL,1,60.42,2,0.20,6.0416,1
3477,CA-2016-140774,20160905,20160910,535,NULL,4,107.94,3,0.00,26.9850,1
3478,CA-2016-140774,20160905,20160910,535,NULL,3,107.94,3,0.00,26.9850,1
3479,CA-2016-140774,20160905,20160910,535,NULL,2,107.94,3,0.00,26.9850,1
3480,CA-2016-140774,20160905,20160910,535,NULL,1,107.94,3,0.00,26.9850,1
3481,US-2017-139465,20170827,20170830,281,NULL,4,448.82,17,0.20,129.0747,3
3482,US-2017-139465,20170827,20170830,281,NULL,3,448.82,17,0.20,129.0747,3
3483,US-2017-139465,20170827,20170830,281,NULL,2,448.82,17,0.20,129.0747,3
3484,US-2017-139465,20170827,20170830,281,NULL,1,448.82,17,0.20,129.0747,3
3485,CA-2016-100965,20160707,20160711,529,NULL,4,215.65,5,0.00,73.3210,1
3486,CA-2016-100965,20160707,20160711,529,NULL,3,215.65,5,0.00,73.3210,1
3487,CA-2016-100965,20160707,20160711,529,NULL,2,215.65,5,0.00,73.3210,1
3488,CA-2016-100965,20160707,20160711,529,NULL,1,215.65,5,0.00,73.3210,1
3489,CA-2016-121034,20160808,20160810,536,NULL,4,65.12,7,0.40,21.1640,2
3490,CA-2016-121034,20160808,20160810,536,NULL,3,65.12,7,0.40,21.1640,2
3491,CA-2016-121034,20160808,20160810,536,NULL,2,65.12,7,0.40,21.1640,2
3492,CA-2016-121034,20160808,20160810,536,NULL,1,65.12,7,0.40,21.1640,2
3493,CA-2016-149461,20161113,20161119,217,NULL,4,4.18,1,0.00,1.5048,1
3494,CA-2016-149461,20161113,20161119,217,NULL,3,4.18,1,0.00,1.5048,1
3495,CA-2016-149461,20161113,20161119,217,NULL,2,4.18,1,0.00,1.5048,1
3496,CA-2016-149461,20161113,20161119,217,NULL,1,4.18,1,0.00,1.5048,1
3497,CA-2017-158379,20170922,20170926,351,NULL,4,4749.33,10,1.10,-1030.6439,3
3498,CA-2017-158379,20170922,20170926,351,NULL,3,4749.33,10,1.10,-1030.6439,3
3499,CA-2017-158379,20170922,20170926,351,NULL,2,4749.33,10,1.10,-1030.6439,3
3500,CA-2017-158379,20170922,20170926,351,NULL,1,4749.33,10,1.10,-1030.6439,3
3501,US-2016-116729,20161225,20161228,137,NULL,4,2875.54,21,0.20,355.6392,3
3502,US-2016-116729,20161225,20161228,137,NULL,3,2875.54,21,0.20,355.6392,3
3503,US-2016-116729,20161225,20161228,137,NULL,2,2875.54,21,0.20,355.6392,3
3504,US-2016-116729,20161225,20161228,137,NULL,1,2875.54,21,0.20,355.6392,3
3505,CA-2016-164938,20160211,20160213,537,NULL,4,69.93,7,0.00,0.6993,1
3506,CA-2016-164938,20160211,20160213,537,NULL,3,69.93,7,0.00,0.6993,1
3507,CA-2016-164938,20160211,20160213,537,NULL,2,69.93,7,0.00,0.6993,1
3508,CA-2016-164938,20160211,20160213,537,NULL,1,69.93,7,0.00,0.6993,1
3509,CA-2016-165484,20161023,20161029,97,NULL,4,70.97,10,0.80,5.6982,2
3510,CA-2016-165484,20161023,20161029,97,NULL,3,70.97,10,0.80,5.6982,2
3511,CA-2016-165484,20161023,20161029,97,NULL,2,70.97,10,0.80,5.6982,2
3512,CA-2016-165484,20161023,20161029,97,NULL,1,70.97,10,0.80,5.6982,2
3513,CA-2014-132612,20140609,20140611,384,NULL,4,1441.30,7,0.00,245.0210,1
3514,CA-2014-132612,20140609,20140611,384,NULL,3,1441.30,7,0.00,245.0210,1
3515,CA-2014-132612,20140609,20140611,384,NULL,2,1441.30,7,0.00,245.0210,1
3516,CA-2014-132612,20140609,20140611,384,NULL,1,1441.30,7,0.00,245.0210,1
3517,US-2017-161193,20171120,20171126,538,NULL,4,82.26,7,0.40,29.7014,2
3518,US-2017-161193,20171120,20171126,538,NULL,3,82.26,7,0.40,29.7014,2
3519,US-2017-161193,20171120,20171126,538,NULL,2,82.26,7,0.40,29.7014,2
3520,US-2017-161193,20171120,20171126,538,NULL,1,82.26,7,0.40,29.7014,2
3521,CA-2015-131597,20150914,20150918,408,NULL,4,170.14,3,0.20,-8.5068,1
3522,CA-2015-131597,20150914,20150918,408,NULL,3,170.14,3,0.20,-8.5068,1
3523,CA-2015-131597,20150914,20150918,408,NULL,2,170.14,3,0.20,-8.5068,1
3524,CA-2015-131597,20150914,20150918,408,NULL,1,170.14,3,0.20,-8.5068,1
3525,CA-2015-164833,20150604,20150604,329,NULL,4,16.64,4,0.00,6.5244,2
3526,CA-2015-164833,20150604,20150604,329,NULL,3,16.64,4,0.00,6.5244,2
3527,CA-2015-164833,20150604,20150604,329,NULL,2,16.64,4,0.00,6.5244,2
3528,CA-2015-164833,20150604,20150604,329,NULL,1,16.64,4,0.00,6.5244,2
3529,CA-2015-125423,20151213,20151215,431,NULL,4,9.96,2,0.00,4.5816,1
3530,CA-2015-125423,20151213,20151215,431,NULL,3,9.96,2,0.00,4.5816,1
3531,CA-2015-125423,20151213,20151215,431,NULL,2,9.96,2,0.00,4.5816,1
3532,CA-2015-125423,20151213,20151215,431,NULL,1,9.96,2,0.00,4.5816,1
3533,US-2014-130379,20140525,20140529,539,NULL,4,104.92,4,1.40,-190.5090,2
3534,US-2014-130379,20140525,20140529,539,NULL,3,104.92,4,1.40,-190.5090,2
3535,US-2014-130379,20140525,20140529,539,NULL,2,104.92,4,1.40,-190.5090,2
3536,US-2014-130379,20140525,20140529,539,NULL,1,104.92,4,1.40,-190.5090,2
3537,CA-2016-168956,20160216,20160220,106,NULL,4,167.18,14,1.50,-224.6094,4
3538,CA-2016-168956,20160216,20160220,106,NULL,3,167.18,14,1.50,-224.6094,4
3539,CA-2016-168956,20160216,20160220,106,NULL,2,167.18,14,1.50,-224.6094,4
3540,CA-2016-168956,20160216,20160220,106,NULL,1,167.18,14,1.50,-224.6094,4
3541,CA-2016-167507,20161222,20161228,194,NULL,4,65.94,15,1.10,-17.1064,3
3542,CA-2016-167507,20161222,20161228,194,NULL,3,65.94,15,1.10,-17.1064,3
3543,CA-2016-167507,20161222,20161228,194,NULL,2,65.94,15,1.10,-17.1064,3
3544,CA-2016-167507,20161222,20161228,194,NULL,1,65.94,15,1.10,-17.1064,3
3545,CA-2016-109344,20160208,20160211,540,NULL,4,1127.98,3,0.20,126.8973,1
3546,CA-2016-109344,20160208,20160211,540,NULL,3,1127.98,3,0.20,126.8973,1
3547,CA-2016-109344,20160208,20160211,540,NULL,2,1127.98,3,0.20,126.8973,1
3548,CA-2016-109344,20160208,20160211,540,NULL,1,1127.98,3,0.20,126.8973,1
3549,US-2015-140851,20150713,20150715,541,NULL,4,38.88,6,0.00,18.6624,1
3550,US-2015-140851,20150713,20150715,541,NULL,3,38.88,6,0.00,18.6624,1
3551,US-2015-140851,20150713,20150715,541,NULL,2,38.88,6,0.00,18.6624,1
3552,US-2015-140851,20150713,20150715,541,NULL,1,38.88,6,0.00,18.6624,1
3553,CA-2014-103373,20140518,20140524,95,NULL,4,779.80,2,0.40,-168.9558,1
3554,CA-2014-103373,20140518,20140524,95,NULL,3,779.80,2,0.40,-168.9558,1
3555,CA-2014-103373,20140518,20140524,95,NULL,2,779.80,2,0.40,-168.9558,1
3556,CA-2014-103373,20140518,20140524,95,NULL,1,779.80,2,0.40,-168.9558,1
3557,CA-2017-145884,20171021,20171021,360,NULL,4,1702.03,9,0.00,437.2856,2
3558,CA-2017-145884,20171021,20171021,360,NULL,3,1702.03,9,0.00,437.2856,2
3559,CA-2017-145884,20171021,20171021,360,NULL,2,1702.03,9,0.00,437.2856,2
3560,CA-2017-145884,20171021,20171021,360,NULL,1,1702.03,9,0.00,437.2856,2
3561,CA-2015-131422,20151105,20151109,335,NULL,4,207.00,3,0.20,25.8750,1
3562,CA-2015-131422,20151105,20151109,335,NULL,3,207.00,3,0.20,25.8750,1
3563,CA-2015-131422,20151105,20151109,335,NULL,2,207.00,3,0.20,25.8750,1
3564,CA-2015-131422,20151105,20151109,335,NULL,1,207.00,3,0.20,25.8750,1
3565,CA-2017-162691,20170801,20170807,443,NULL,4,1476.27,10,0.60,-251.2959,2
3566,CA-2017-162691,20170801,20170807,443,NULL,3,1476.27,10,0.60,-251.2959,2
3567,CA-2017-162691,20170801,20170807,443,NULL,2,1476.27,10,0.60,-251.2959,2
3568,CA-2017-162691,20170801,20170807,443,NULL,1,1476.27,10,0.60,-251.2959,2
3569,CA-2014-141278,20140621,20140624,529,NULL,4,21.40,5,0.00,6.2060,1
3570,CA-2014-141278,20140621,20140624,529,NULL,3,21.40,5,0.00,6.2060,1
3571,CA-2014-141278,20140621,20140624,529,NULL,2,21.40,5,0.00,6.2060,1
3572,CA-2014-141278,20140621,20140624,529,NULL,1,21.40,5,0.00,6.2060,1
3573,CA-2017-122693,20170219,20170221,469,NULL,4,1245.86,7,0.00,361.2994,1
3574,CA-2017-122693,20170219,20170221,469,NULL,3,1245.86,7,0.00,361.2994,1
3575,CA-2017-122693,20170219,20170221,469,NULL,2,1245.86,7,0.00,361.2994,1
3576,CA-2017-122693,20170219,20170221,469,NULL,1,1245.86,7,0.00,361.2994,1
3577,CA-2014-117345,20140801,20140805,542,NULL,4,202.90,10,0.80,57.6448,4
3578,CA-2014-117345,20140801,20140805,542,NULL,3,202.90,10,0.80,57.6448,4
3579,CA-2014-117345,20140801,20140805,542,NULL,2,202.90,10,0.80,57.6448,4
