product_key,product_id,category,subcategory,product_name
1,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase
2,FUR-CH-10000454,Furniture,Chairs,"""Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back"""
"\nTEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo"
"\nOFF-BI-10000042,Office Supplies,Binders,""Pressboard Data Binder, Crimson, 12"" X 8 1/2"""""
"\nFUR-TA-10003008,Furniture,Tables,""Lesro Round Back Collection Coffee Table, End Table"""
"\nOFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum"
"\nOFF-PA-10000806,Office Supplies,Paper,Xerox 1934"
"\nOFF-AR-10000896,Office Supplies,Art,Newell 329"
"\nTEC-PH-10002310,Technology,Phones,Panasonic KX T7731-B Digital phone"
"\nOFF-ST-10002289,Office Supplies,Storage,""Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black"""
"\nOFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal"
"\nOFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere"
"\nFUR-FU-10004091,Furniture,Furnishings,""Eldon 200 Class Desk Accessories, Black"""
"\nOFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers"
"\nFUR-TA-10002958,Furniture,Tables,""Bevis Oval Conference Table, Walnut"""
"\nFUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables"
"\nOFF-BI-10000822,Office Supplies,Binders,""Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11"""""
"\nOFF-PA-10004888,Office Supplies,Paper,Xerox 217"
"\nFUR-TA-10002622,Furniture,Tables,""Bush Andora Conference Table, Maple/Graphite Gray Finish"""
"\nOFF-PA-10000418,Office Supplies,Paper,Xerox 189"
"\nFUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table"
"\nOFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener"
"\nOFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers"
"\nFUR-FU-10003976,Furniture,Furnishings,""DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7"""
"\nTEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone"
"\nOFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope"
"\nOFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room"
"\nTEC-PH-10001750,Technology,Phones,Samsung Rugby III"
"\nOFF-BI-10003708,Office Supplies,Binders,""Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1"""""
"\nOFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders"
"\nOFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards"
"\nOFF-PA-10001639,Office Supplies,Paper,Xerox 203"
"\nTEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset"
"\nOFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders"
"\nOFF-PA-10001712,Office Supplies,Paper,Xerox 1948"
"\nFUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair"
"\nTEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4"
"\nOFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders"
"\nTEC-PH-10004348,Technology,Phones,OtterBox Defender Series Case - iPhone 5c"
"\nOFF-BI-10004352,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders"
"\nOFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders"
"\nTEC-MA-10000010,Technology,Machines,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer"
"\nOFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs"
"\nFUR-TA-10002530,Furniture,Tables,""Iceberg OfficeWorks 42"" Round Tables"""
"\nFUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame"
"\nOFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges"
"\nFUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair"
"\nOFF-PA-10001293,Office Supplies,Paper,Xerox 1946"
"\nOFF-AR-10000634,Office Supplies,Art,Newell 320"
"\nFUR-FU-10004270,Furniture,Furnishings,""Eldon Image Series Desk Accessories, Burgundy"""
"\nOFF-AR-10003770,Office Supplies,Art,Newell 340"
"\nOFF-LA-10003121,Office Supplies,Labels,Avery 506"
"\nOFF-PA-10002262,Office Supplies,Paper,Xerox 192"
"\nOFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright)"
"\nOFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders"
"\nOFF-PA-10000130,Office Supplies,Paper,Xerox 199"
"\nTEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive"
"\nOFF-FA-10003021,Office Supplies,Fasteners,Staples"
"\nTEC-PH-10003580,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone"
"\nTEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse"
"\nOFF-PA-10001838,Office Supplies,Paper,""Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages"""
"\nOFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers"
"\nOFF-PA-10003823,Office Supplies,Paper,Xerox 197"
"\nTEC-PH-10001300,Technology,Phones,""iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4"""
"\nFUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table"
"\nTEC-MA-10004458,Technology,Machines,Lexmark X 9575 Professional All-in-One Color Printer"
"\nOFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements"
"\nOFF-AR-10001419,Office Supplies,Art,Newell 325"
"\nOFF-PA-10002586,Office Supplies,Paper,Xerox 1970"
"\nOFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils"
"\nFUR-FU-10002456,Furniture,Furnishings,""Master Caster Door Stop, Large Neon Orange"""
"\nOFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball"
"\nOFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets"
"\nOFF-PA-10001125,Office Supplies,Paper,Xerox 1988"
"\nOFF-ST-10000344,Office Supplies,Storage,""Neat Ideas Personal Hanging Folder Files, Black"""
"\nOFF-ST-10003324,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit"
"\nOFF-ST-10000419,Office Supplies,Storage,""Rogers Jumbo File, Granite"""
"\nOFF-AP-10001626,Office Supplies,Appliances,""Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags"""
"\nFUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories"
"\nOFF-ST-10001291,Office Supplies,Storage,""Tenex Personal Self-Stacking Standard File Box, Black/Gray"""
"\nOFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags"
"\nOFF-LA-10002195,Office Supplies,Labels,Avery 481"
"\nOFF-AR-10001315,Office Supplies,Art,Newell 310"
"\nOFF-EN-10003134,Office Supplies,Envelopes,Staple envelope"
"\nOFF-AR-10001955,Office Supplies,Art,Newell 319"
"\nOFF-LA-10001641,Office Supplies,Labels,Avery 518"
"\nOFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems"
"\nTEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0"
"\nOFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers"
"\nOFF-AR-10003504,Office Supplies,Art,Newell 347"
"\nOFF-EN-10003160,Office Supplies,Envelopes,Pastel Pink Envelopes"
"\nTEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard"
"\nTEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder"
"\nOFF-PA-10001526,Office Supplies,Paper,Xerox 1949"
"\nOFF-AP-10004336,Office Supplies,Appliances,""Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit"""
"\nOFF-PA-10001357,Office Supplies,Paper,Xerox 1886"
"\nOFF-FA-10000992,Office Supplies,Fasteners,""Acco Clips to Go Binder Clips, 24 Clips in Two Sizes"""
"\nOFF-AR-10001221,Office Supplies,Art,""Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color"""
"\nTEC-PH-10004830,Technology,Phones,Pyle PRT45 Retro HomeÂ Telephone"
"\nOFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams"
"\nFUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases"
"\nOFF-PA-10000308,Office Supplies,Paper,Xerox 1901"
"\nOFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors"
"\nFUR-FU-10001488,Furniture,Furnishings,""Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped"""
"\nOFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set"
"\nOFF-AR-10001044,Office Supplies,Art,""BOSTON Ranger #55 Pencil Sharpener, Black"""
"\nOFF-AR-10000823,Office Supplies,Art,Newell 307"
"\nOFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener"
"\nOFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels"
"\nTEC-PH-10000441,Technology,Phones,VTech DS6151"
"\nTEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad"
"\nOFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers"
"\nOFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers"
"\nOFF-PA-10000575,Office Supplies,Paper,""Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page"""
"\nFUR-FU-10002937,Furniture,Furnishings,""GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box"""
"\nTEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse"
"\nTEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System"
"\nFUR-FU-10004415,Furniture,Furnishings,""Stacking Tray, Side-Loading, Legal, Smoke"""
"\nOFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top"
"\nTEC-PH-10000038,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker"
"\nOFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)"
"\nTEC-CO-10001766,Technology,Copiers,Canon PC940 Copier"
"\nOFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper"
"\nOFF-FA-10001135,Office Supplies,Fasteners,""Brites Rubber Bands, 1 1/2 oz. Box"""
"\nOFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts"
"\nTEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone"
"\nOFF-PA-10004475,Office Supplies,Paper,Xerox 1940"
"\nOFF-PA-10003001,Office Supplies,Paper,Xerox 1986"
"\nOFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC"
"\nOFF-BI-10001116,Office Supplies,Binders,""Wilson Jones 1"" Hanging DublLock Ring Binders"""
"\nTEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router"
"\nOFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets"
"\nOFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins"
"\nTEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard"
"\nOFF-PA-10000167,Office Supplies,Paper,Xerox 1925"
"\nTEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3"
"\nFUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame"
"\nTEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit"
"\nOFF-AP-10002495,Office Supplies,Appliances,""Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets"""
"\nOFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch"
"\nTEC-AC-10003133,Technology,Accessories,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive"
"\nTEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB"
"\nOFF-LA-10002381,Office Supplies,Labels,Avery 497"
"\nOFF-FA-10001843,Office Supplies,Fasteners,Staples"
"\nOFF-LA-10003077,Office Supplies,Labels,Avery 500"
"\nOFF-PA-10003424,Office Supplies,Paper,""""While you Were Out"" Message Book, One Form per Page"""
"\nOFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books"
"\nFUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak"
"\nFUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2"
"\nTEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse"
"\nFUR-BO-10003966,Furniture,Bookcases,""Sauder Facets Collection Library, Sky Alder Finish"""
"\nOFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator"
"\nOFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum"
"\nOFF-AP-10003860,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection"
"\nFUR-TA-10001307,Furniture,Tables,""SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black"""
"\nOFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads"
"\nOFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier"
"\nTEC-AC-10003590,Technology,Accessories,""TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem"""
"\nOFF-PA-10004355,Office Supplies,Paper,Xerox 231"
"\nOFF-PA-10004947,Office Supplies,Paper,Easy-staple paper"
"\nFUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table"
"\nOFF-PA-10003893,Office Supplies,Paper,Xerox 1962"
"\nTEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster"
"\nFUR-BO-10000330,Furniture,Bookcases,""Sauder Camden County Barrister Bookcase, Planked Cherry Finish"""
"\nOFF-BI-10001900,Office Supplies,Binders,""DXL Angle-View Binders with Locking Rings, Black"""
"\nFUR-BO-10003159,Furniture,Bookcases,""Sauder Camden County Collection Libraries, Planked Cherry Finish"""
"\nFUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11"
"\nOFF-LA-10002034,Office Supplies,Labels,Avery 478"
"\nOFF-BI-10001628,Office Supplies,Binders,""Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity"""
"\nOFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders"
"\nOFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils"
"\nOFF-PA-10000675,Office Supplies,Paper,Xerox 1919"
"\nOFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books"
"\nTEC-PH-10001615,Technology,Phones,AT&T CL82213"
"\nTEC-AC-10004568,Technology,Accessories,MaxellÂ LTO Ultrium - 800 GB"
"\nFUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat"
"\nOFF-AR-10000475,Office Supplies,Art,""Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black"""
"\nTEC-PH-10000455,Technology,Phones,GE 30522EE2"
"\nOFF-PA-10001994,Office Supplies,Paper,""Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size"""
"\nTEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705"
"\nTEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s"
"\nFUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10"
"\nOFF-PA-10000595,Office Supplies,Paper,Xerox 1929"
"\nOFF-LA-10000443,Office Supplies,Labels,Avery 501"
"\nOFF-LA-10001771,Office Supplies,Labels,Avery 513"
"\nOFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier"
"\nFUR-FU-10002553,Furniture,Furnishings,""Electrix Incandescent Magnifying Lamp, Black"""
"\nOFF-AP-10004233,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room"
"\nFUR-CH-10004754,Furniture,Chairs,""Global Stack Chair with Arms, Black"""
"\nOFF-PA-10000809,Office Supplies,Paper,Xerox 206"
"\nFUR-FU-10002878,Furniture,Furnishings,""Seth Thomas 14"" Day/Date Wall Clock"""
"\nTEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini"
"\nTEC-PH-10002885,Technology,Phones,Apple iPhone 5"
"\nTEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone"
"\nTEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer"
"\nOFF-PA-10003729,Office Supplies,Paper,Xerox 1998"
"\nOFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner"
"\nFUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools"
"\nFUR-FU-10001986,Furniture,Furnishings,""Dana Fluorescent Magnifying Lamp, White, 36"""""
"\nFUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame"
"\nOFF-ST-10000464,Office Supplies,Storage,""Multi-Use Personal File Cart and Caster Set, Three Stacking Bins"""
"\nOFF-PA-10000528,Office Supplies,Paper,Xerox 1981"
"\nOFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper"
"\nOFF-AR-10003631,Office Supplies,Art,Staples in misc. colors"
"\nOFF-BI-10002133,Office Supplies,Binders,""Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets"""
"\nTEC-PH-10004959,Technology,Phones,Classic Ivory AntiqueÂ TelephoneÂ ZL1810"
"\nFUR-BO-10001918,Furniture,Bookcases,""Sauder Forest Hills Library with Doors, Woodland Oak Finish"""
"\nFUR-FU-10001617,Furniture,Furnishings,""Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock"""
"\nTEC-PH-10002824,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone"
"\nOFF-PA-10003309,Office Supplies,Paper,Xerox 211"
"\nOFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving"
"\nOFF-AR-10002067,Office Supplies,Art,Newell 334"
"\nFUR-TA-10004175,Furniture,Tables,""Hon 30"" x 60"" Table with Locking Drawer"""
"\nFUR-TA-10004767,Furniture,Tables,Safco Drafting Table"
"\nOFF-EN-10002621,Office Supplies,Envelopes,Staple envelope"
"\nOFF-LA-10003714,Office Supplies,Labels,Avery 510"
"\nFUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle"
"\nOFF-AR-10003723,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers"
"\nOFF-PA-10000241,Office Supplies,Paper,""IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case"""
"\nOFF-AR-10001446,Office Supplies,Art,Newell 309"
"\nOFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System"
"\nOFF-EN-10001749,Office Supplies,Envelopes,Jiffy Padded Mailers with Self-Seal Closure"
"\nOFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine"
"\nTEC-PH-10004924,Technology,Phones,""SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black"""
"\nFUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair"
"\nOFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets"
"\nFUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame"
"\nFUR-FU-10001037,Furniture,Furnishings,""DAX Charcoal/Nickel-Tone Document Frame, 5 x 7"""
"\nOFF-PA-10001878,Office Supplies,Paper,Xerox 1891"
"\nTEC-MA-10003674,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer"
"\nOFF-LA-10003190,Office Supplies,Labels,Avery 474"
"\nTEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone"
"\nOFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine"
"\nFUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs"
"\nOFF-ST-10002562,Office Supplies,Storage,Staple magnet"
"\nTEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone"
"\nTEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone"
"\nOFF-PA-10001972,Office Supplies,Paper,Xerox 214"
"\nTEC-PH-10002483,Technology,Phones,Motorola Moto X"
"\nFUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases"
"\nTEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo"
"\nOFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements"
"\nOFF-ST-10001505,Office Supplies,Storage,""Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H"""
"\nOFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters"
"\nTEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive"
"\nOFF-AP-10004785,Office Supplies,Appliances,""Holmes Replacement Filter for HEPA Air Cleaner, Medium Room"""
"\nTEC-AC-10002217,Technology,Accessories,ImationÂ Clip USBÂ flash driveÂ - 8 GB"
"\nOFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders"
"\nOFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor"
"\nOFF-SU-10000898,Office Supplies,Supplies,""Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L"""
"\nOFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings"
"\nTEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard"
"\nTEC-PH-10002352,Technology,Phones,Avaya IP Phone 1140E VoIP phone"
"\nFUR-CH-10003774,Furniture,Chairs,""Global Wood Trimmed Manager's Task Chair, Khaki"""
"\nOFF-AR-10000127,Office Supplies,Art,Newell 321"
"\nTEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver EditionÂ Headset"
"\nOFF-BI-10002393,Office Supplies,Binders,Binder Posts"
"\nFUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base"
"\nOFF-EN-10000781,Office Supplies,Envelopes,""#10- 4 1/8"" x 9 1/2"" Recycled Envelopes"""
"\nOFF-PA-10002160,Office Supplies,Paper,Xerox 1978"
"\nOFF-AR-10002257,Office Supplies,Art,""Eldon Spacemaker Box, Quick-Snap Lid, Clear"""
"\nOFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth"
"\nOFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator"
"\nFUR-BO-10003034,Furniture,Bookcases,""O'Sullivan Elevations Bookcase, Cherry Finish"""
"\nOFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black"
"\nOFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes"
"\nOFF-ST-10001172,Office Supplies,Storage,""Tennsco Lockers, Sand"""
"\nOFF-PA-10001661,Office Supplies,Paper,Xerox 1922"
"\nOFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips"
"\nFUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair"
"\nFUR-FU-10003142,Furniture,Furnishings,""Master Big Foot Doorstop, Beige"""
"\nTEC-AC-10001114,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000"
"\nOFF-FA-10002975,Office Supplies,Fasteners,Staples"
"\nOFF-ST-10003996,Office Supplies,Storage,""Letter/Legal File Tote with Clear Snap-On Lid, Black Granite"""
"\nOFF-BI-10002571,Office Supplies,Binders,""Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2"""""
"\nOFF-PA-10000477,Office Supplies,Paper,Xerox 1952"
"\nOFF-BI-10004209,Office Supplies,Binders,""Fellowes Twister Kit, Gray/Clear, 3/pkg"""
"\nTEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset"
"\nFUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables"
"\nTEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard"
"\nTEC-PH-10002468,Technology,Phones,""Plantronics CS 50-USB -Â headsetÂ - Convertible, Monaural"""
"\nOFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations"
"\nOFF-LA-10000248,Office Supplies,Labels,Avery 52"
"\nOFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC"
"\nOFF-LA-10004008,Office Supplies,Labels,Avery 507"
"\nOFF-AR-10001177,Office Supplies,Art,Newell 349"
"\nOFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine"
"\nOFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener"
"\nOFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers"
"\nOFF-PA-10000357,Office Supplies,Paper,Xerox 1888"
"\nOFF-AR-10004272,Office Supplies,Art,Newell 308"
"\nTEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX ConferenceÂ phone"
"\nOFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube"
"\nFUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases"
"\nOFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes"
"\nTEC-PH-10000923,Technology,Phones,""Belkin SportFit Armband For iPhone 5s/5c, Fuchsia"""
"\nFUR-FU-10003623,Furniture,Furnishings,""DataProducts Ampli Magnifier Task Lamp, Black,"""
"\nOFF-AP-10000124,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor"
"\nOFF-AR-10004511,Office Supplies,Art,""Sanford Colorific Scented Colored Pencils, 12/Pack"""
"\nOFF-PA-10003883,Office Supplies,Paper,""Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5"""""
"\nTEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset"
"\nFUR-FU-10002364,Furniture,Furnishings,""Eldon Expressions Wood Desk Accessories, Oak"""
"\nOFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers"
"\nFUR-TA-10003238,Furniture,Tables,""Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables"""
"\nTEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet"
"\nOFF-AR-10004956,Office Supplies,Art,Newell 33"
